POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT,REB,AST,STL,BLK,TO,DD2,TD3
power-forward,39,23.6,8.1,3.3,7.4,44.6,0.2,1.7,13.6,1.2,1.8,68.6,6.7,2.1,0.8,1.0,1.4,2,0
power-forward,37,18.9,8.0,2.9,7.1,40.6,1.2,3.5,33.8,1.1,1.3,85.4,3.5,1.4,0.5,0.2,1.2,1,0
power-forward,36,22.2,7.8,3.0,7.2,41.5,1.0,3.2,30.7,0.9,1.3,71.1,3.7,1.3,0.6,0.3,0.9,0,0
power-forward,34,19.2,7.6,2.7,5.6,48.1,0.9,2.5,33.7,1.4,2.0,68.1,5.7,1.0,0.2,0.7,1.2,2,0
power-forward,24,20.3,7.4,2.5,5.4,46.2,1.6,4.0,40.0,0.8,1.3,62.5,4.9,1.3,0.1,0.3,0.7,0,0
power-forward,37,25.2,7.3,2.5,6.6,38.2,1.9,5.3,36.7,0.3,0.5,61.1,4.6,3.1,0.8,0.6,1.1,2,0
power-forward,29,14.6,7.2,3.0,4.3,69.8,0.0,0.0,0.0,1.2,1.9,61.8,4.4,1.0,0.4,0.8,0.8,4,0
power-forward,37,25.1,7.2,2.7,6.5,41.1,0.9,3.0,29.1,1.0,1.5,67.3,5.0,0.9,1.0,0.6,1.3,1,0
power-forward,38,17.7,7.0,2.7,5.4,48.8,0.7,2.0,35.1,1.0,1.4,70.4,2.7,0.9,0.5,0.8,0.5,0,0
power-forward,26,14.8,7.0,2.2,5.0,43.5,0.8,2.5,31.3,1.8,2.2,83.9,2.9,1.2,0.2,0.1,0.5,0,0
center,27,34.1,34.6,11.6,21.7,53.5,1.1,3.2,36.0,10.2,11.6,88.2,11.8,6.0,1.1,2.0,3.9,23,2
center,39,33.3,25.5,9.9,17.2,57.5,1.1,3.0,35.0,4.7,5.8,82.2,11.7,9.3,1.2,0.9,2.8,33,12
center,28,34.5,22.0,8.0,15.7,51.1,0.0,0.3,14.3,5.9,7.6,78.3,10.4,4.1,1.1,1.0,2.6,19,1
center,37,32.9,21.8,7.8,15.2,51.1,2.0,4.7,41.7,4.3,4.8,89.8,9.0,3.0,0.8,0.5,2.8,16,0
center,38,32.2,21.7,8.6,15.9,54.1,0.6,2.1,27.5,3.9,5.4,72.5,8.9,4.8,1.2,0.7,2.5,13,0
center,33,28.6,19.4,7.1,15.8,45.2,1.5,4.9,29.4,3.7,4.6,80.4,10.2,3.0,1.1,3.1,3.1,17,1
center,29,29.6,19.2,6.5,12.3,52.8,1.6,4.9,32.9,4.6,5.5,83.8,6.8,2.0,0.7,1.8,1.5,5,0
center,37,27.7,17.4,6.3,11.8,53.1,1.4,4.0,33.8,3.5,4.4,80.9,7.4,1.4,0.5,2.0,1.4,8,0
center,36,33.7,16.8,7.1,15.4,46.2,1.1,4.0,27.8,1.4,1.6,86.4,10.4,3.4,0.8,0.8,1.6,20,0
center,32,30.3,14.8,6.0,9.1,66.6,0.0,0.0,0.0,2.7,3.6,74.8,10.0,3.0,0.9,1.0,1.7,13,0
center,40,26.8,14.3,5.6,9.8,57.3,0.7,1.9,37.8,2.4,3.0,79.8,9.7,2.4,0.6,1.2,1.4,21,0
center,24,29.9,14.0,6.2,9.6,64.3,0.0,0.1,0.0,1.6,2.3,69.6,11.3,2.5,0.5,1.0,2.1,18,0
center,24,31.7,13.1,6.0,10.9,54.8,0.0,0.0,0.0,1.2,1.5,77.8,10.8,1.6,1.2,0.7,2.1,12,0
center,37,32.4,13.1,5.0,7.9,63.4,0.0,0.0,0.0,3.1,4.8,63.1,12.2,1.1,0.7,2.1,1.6,24,0
center,38,22.7,12.9,4.8,9.6,50.4,1.9,4.8,39.9,1.3,1.6,81.4,4.9,1.1,0.7,0.6,1.3,2,0
center,39,31.3,12.7,4.8,9.9,48.2,1.6,5.0,32.7,1.5,1.8,80.6,5.1,1.5,0.6,2.9,0.9,0,0
center,36,27.9,12.4,4.7,9.6,48.4,0.6,2.1,27.3,2.5,3.5,71.4,10.3,3.5,0.9,1.1,1.9,12,0
center,38,27.1,12.4,5.3,8.1,65.5,0.0,0.0,0.0,1.8,2.8,64.8,9.7,1.3,0.2,1.4,1.1,13,0
center,28,28.3,12.2,5.3,8.2,64.2,0.0,0.0,100.0,1.7,2.8,59.5,9.9,1.8,0.5,2.3,1.2,13,0
center,39,19.5,11.5,4.5,7.5,59.4,0.5,1.8,30.0,2.1,2.6,79.2,4.7,1.3,0.5,0.3,1.3,1,0
center,36,26.2,11.3,4.8,8.3,57.3,0.0,0.0,0.0,1.8,2.7,65.6,10.5,1.1,0.7,1.6,0.9,16,0
center,36,26.5,10.6,4.7,6.9,68.5,0.0,0.0,0.0,1.2,2.2,53.2,8.3,2.5,0.7,1.4,1.6,13,0
center,29,30.6,10.6,3.9,8.3,47.1,1.4,3.7,39.6,1.2,1.7,73.5,7.0,1.7,0.3,0.6,1.6,5,0
center,35,26.1,10.5,4.2,6.2,68.5,0.0,0.0,0.0,2.0,2.8,73.2,7.6,1.5,0.9,2.1,1.0,5,0
center,26,17.2,9.0,3.3,7.3,45.0,1.4,3.8,36.4,1.1,1.4,77.8,4.0,1.0,0.5,0.5,0.8,1,0
center,30,24.0,8.9,3.5,5.1,68.6,0.0,0.0,0.0,1.9,2.5,75.7,7.4,0.8,0.4,1.3,0.9,6,0
center,33,23.7,8.8,4.0,6.2,64.5,0.1,0.5,25.0,0.7,1.4,51.1,7.6,0.7,0.5,2.5,1.0,6,0
center,29,25.2,8.7,4.0,5.5,72.3,0.0,0.1,0.0,0.8,1.4,54.8,7.6,1.3,0.6,1.4,1.1,6,0
center,32,26.9,7.7,2.9,5.9,48.9,1.5,3.8,39.8,0.4,0.4,85.7,6.8,3.0,0.4,1.1,0.8,2,0
center,41,15.9,7.5,3.0,5.6,53.7,0.0,0.0,0.0,1.4,2.6,55.1,8.5,0.6,1.1,0.6,1.1,7,0
center,37,16.0,7.5,3.0,5.2,57.5,0.0,0.2,14.3,1.5,2.4,61.4,7.0,1.4,0.5,0.9,1.0,6,0
center,35,20.9,7.2,2.9,4.7,61.8,0.1,0.2,25.0,1.3,1.9,68.2,6.4,1.7,0.7,1.7,0.8,4,0
center,39,24.8,6.7,2.6,4.3,61.3,0.0,0.1,33.3,1.4,2.1,69.1,8.2,1.8,1.2,1.2,1.2,4,0
center,28,16.5,6.5,2.6,5.0,51.1,0.4,0.9,44.0,1.0,1.3,73.0,3.5,0.9,0.5,0.9,0.6,0,0
center,27,15.0,6.3,2.7,4.0,67.9,0.0,0.1,0.0,0.8,1.3,61.8,4.2,0.7,0.1,0.7,0.9,1,0
center,30,23.9,5.2,2.2,4.0,56.3,0.0,0.0,0.0,0.7,1.5,47.8,6.4,1.7,0.3,1.1,1.3,2,0
center,26,14.0,4.9,2.0,3.0,67.9,0.0,0.0,0.0,0.8,0.9,87.5,3.5,0.8,0.4,0.9,0.4,0,0
center,37,16.2,4.7,1.6,2.3,70.2,0.0,0.1,50.0,1.5,1.9,76.1,3.9,1.7,0.6,0.4,0.5,1,0
center,32,8.1,4.5,1.9,3.0,63.2,0.0,0.1,0.0,0.8,1.2,63.2,3.0,0.4,0.2,0.6,1.0,0,0
center,24,9.0,4.3,1.6,3.0,54.9,0.4,0.8,55.6,0.6,0.9,66.7,3.0,0.5,0.4,0.8,0.6,0,0
center,24,14.1,4.0,1.4,3.8,36.7,0.6,2.1,27.5,0.6,0.8,75.0,3.1,1.0,0.2,0.3,0.7,0,0
center,32,11.8,3.6,1.6,2.3,68.0,0.0,0.0,0.0,0.4,1.3,32.5,3.7,1.0,0.2,0.3,0.6,1,0
center,32,10.3,3.0,1.3,1.9,67.2,0.0,0.1,0.0,0.5,0.9,53.6,1.8,0.3,0.2,0.4,0.6,0,0
center,28,9.0,2.1,0.7,1.8,38.8,0.0,0.1,33.3,0.7,1.2,60.6,2.8,1.1,0.1,0.1,0.4,0,0
point-guard,66,37.5,30.0,9.5,20.4,46.3,4.1,10.2,40.1,7.0,7.8,88.8,4.3,8.0,1.1,0.3,2.9,19,1
point-guard,60,35.3,29.6,9.1,20.8,43.7,3.4,9.5,36.1,8.0,9.3,86.0,4.3,9.3,1.1,0.1,4.8,28,2
point-guard,61,33.6,28.8,9.5,20.6,46.3,2.8,8.9,31.6,7.0,9.2,75.8,9.4,8.8,1.0,0.2,4.3,39,17
point-guard,20,32.9,27.4,10.0,20.8,47.8,2.8,7.1,39.4,4.7,5.1,92.2,5.2,6.4,1.4,0.5,2.6,3,1
point-guard,57,35.9,27.2,10.6,22.5,47.2,1.0,3.7,25.8,5.1,6.7,76.3,7.9,7.0,1.6,0.4,4.5,22,8
point-guard,45,32.3,23.1,8.0,18.8,42.6,3.5,9.6,36.7,3.6,4.4,80.9,3.9,6.3,1.1,0.3,3.3,3,0
point-guard,51,32.0,21.1,7.7,16.0,48.0,1.1,3.6,29.2,4.7,6.7,70.5,3.8,6.8,1.5,0.5,3.1,9,0
point-guard,65,33.0,20.8,7.9,16.7,47.2,1.5,3.9,38.0,3.5,4.1,84.6,3.1,3.0,1.0,0.1,2.4,0,0
point-guard,64,31.2,20.6,6.6,16.0,41.5,1.9,6.3,30.8,5.4,7.0,77.8,3.5,6.8,0.6,0.3,2.7,9,0
point-guard,56,31.1,20.4,6.8,15.9,42.5,3.2,8.4,38.1,3.7,4.3,86.4,3.9,4.8,0.9,0.5,2.1,2,0
point-guard,58,36.2,19.4,5.8,13.8,41.6,2.8,8.0,35.2,5.1,5.9,85.7,5.0,7.5,1.4,0.4,3.1,15,2
point-guard,61,34.7,19.1,7.5,16.5,45.5,2.0,5.7,35.3,2.1,3.0,70.9,4.8,6.7,1.6,0.8,3.0,10,1
point-guard,70,34.7,19.0,6.8,14.5,47.1,1.2,3.6,34.7,4.1,5.1,80.7,5.9,3.3,1.1,0.7,1.9,9,1
point-guard,65,30.8,18.9,7.0,14.8,46.9,1.9,5.0,38.5,3.0,3.6,83.9,3.6,4.0,0.7,0.2,2.6,0,0
point-guard,59,32.3,18.5,6.9,15.2,45.6,1.9,5.5,34.6,2.8,3.1,88.1,4.0,4.8,1.1,0.3,2.2,3,0
point-guard,63,35.1,18.2,5.8,15.3,38.2,3.5,9.3,37.3,3.0,3.7,82.0,3.4,7.5,1.0,0.2,2.9,17,0
point-guard,50,26.0,18.1,7.4,15.1,49.0,0.9,2.9,30.6,2.4,2.8,87.1,2.4,5.6,0.8,0.3,2.5,4,0
point-guard,67,31.0,17.8,6.7,14.0,47.7,0.9,2.7,33.5,3.6,4.6,77.6,3.9,7.3,0.9,0.3,3.3,15,2
point-guard,54,35.7,17.6,5.9,14.3,41.3,2.7,6.9,39.0,3.1,3.7,84.8,3.8,6.6,1.9,0.3,2.2,8,0
point-guard,70,31.5,17.6,6.2,12.7,48.9,1.6,4.3,36.5,3.6,4.0,90.7,5.0,6.7,1.6,0.2,2.3,10,0
point-guard,54,30.9,16.5,6.0,13.8,43.8,1.4,4.3,32.6,3.1,3.4,89.2,4.9,7.1,0.6,0.2,2.4,9,0
point-guard,57,35.4,16.4,6.6,11.4,58.0,0.0,0.1,28.6,3.2,5.2,62.1,7.8,8.0,2.1,0.6,3.5,31,6
point-guard,59,28.2,16.2,5.4,12.3,44.1,2.1,5.7,36.7,3.2,4.2,77.6,3.2,5.1,0.7,0.2,2.4,3,0
point-guard,71,24.0,15.2,5.5,12.2,45.4,2.1,5.8,36.8,1.9,2.3,83.6,2.6,1.9,0.6,0.2,1.4,0,0
point-guard,47,29.0,14.4,4.9,12.1,40.9,2.0,5.4,37.5,2.4,3.0,82.7,3.2,4.4,0.8,0.1,2.0,0,0
point-guard,55,27.4,13.5,4.9,11.5,42.8,2.1,5.4,38.9,1.6,1.8,87.0,4.1,2.2,0.6,0.2,1.6,1,0
point-guard,65,25.8,13.2,4.8,12.2,39.4,2.0,5.8,35.4,1.6,2.0,79.1,3.5,2.7,0.8,0.1,1.7,0,0
point-guard,65,31.0,13.0,4.4,10.6,41.5,1.2,3.3,36.1,3.0,3.5,86.3,4.7,8.8,1.4,0.2,2.7,22,2
point-guard,60,32.0,12.9,4.3,11.4,37.5,2.3,6.6,34.7,2.1,2.5,83.6,3.8,4.9,1.7,0.5,1.7,3,0
point-guard,59,30.9,12.3,4.7,11.8,40.1,1.8,5.0,35.5,1.1,1.2,87.5,1.9,3.9,0.7,0.1,2.6,1,0
point-guard,72,27.7,12.1,5.0,10.7,46.5,0.5,1.9,26.7,1.6,2.2,73.0,3.3,5.1,1.3,0.2,2.0,4,1
point-guard,31,24.0,11.9,4.3,10.5,41.1,1.8,4.7,39.3,1.5,1.7,83.3,3.0,4.1,0.4,0.2,1.6,1,0
point-guard,63,32.1,11.8,4.4,10.9,40.3,2.3,6.3,37.5,0.7,1.2,56.6,6.1,7.0,1.4,0.6,3.1,12,3
point-guard,66,22.5,11.6,3.9,9.1,43.1,2.3,6.1,38.2,1.5,1.7,86.6,1.6,1.8,0.8,0.1,0.8,0,0
point-guard,68,24.7,11.3,3.7,8.1,45.8,1.2,3.2,36.6,2.6,3.1,85.3,3.3,3.5,0.6,0.9,1.3,0,0
point-guard,68,26.3,10.9,4.5,10.1,44.7,0.9,2.5,36.7,0.9,1.3,72.1,3.2,4.9,0.9,0.4,1.4,1,0
point-guard,8,22.9,10.9,4.1,8.5,48.5,1.9,3.6,51.7,0.8,0.9,85.7,3.9,3.0,1.0,0.3,1.4,0,0
point-guard,59,24.8,10.9,3.6,8.3,43.6,0.7,2.0,36.8,2.9,3.3,87.3,2.4,5.2,0.7,0.3,2.0,3,0
point-guard,59,21.5,9.4,3.3,6.4,51.6,1.4,3.0,46.0,1.4,1.7,84.2,3.0,3.1,0.8,0.1,1.0,0,0
point-guard,73,22.4,9.0,3.6,7.8,45.9,0.9,2.4,37.8,1.0,1.2,84.3,1.9,3.5,0.8,0.2,0.7,0,0
point-guard,49,24.2,8.6,3.5,7.8,44.4,1.3,3.5,36.4,0.4,0.5,83.3,2.3,1.3,0.9,0.1,1.0,0,0
point-guard,57,17.9,8.2,3.2,6.8,46.6,0.8,2.1,35.8,1.1,1.3,81.3,2.4,3.3,0.4,0.1,1.2,2,0
point-guard,51,26.3,7.9,2.9,6.7,43.1,1.6,4.0,38.8,0.6,0.9,66.0,5.2,3.6,1.1,0.5,1.3,4,0
point-guard,65,19.0,7.4,3.0,6.6,45.9,0.7,1.9,37.9,0.7,0.9,74.1,1.6,4.4,0.9,0.1,0.8,0,0
point-guard,33,15.8,7.4,2.8,6.3,45.0,1.0,2.3,42.7,0.7,0.9,79.3,1.5,2.5,0.5,0.1,0.6,0,0
point-guard,48,20.5,7.1,2.9,6.8,41.8,0.9,2.6,32.8,0.6,0.9,65.9,3.0,5.0,0.8,0.0,1.9,2,0
point-guard,9,11.0,7.1,2.7,5.9,45.3,0.6,2.0,27.8,1.2,1.6,78.6,1.1,2.0,0.8,0.2,0.4,0,0
point-guard,71,19.3,6.9,2.3,5.1,44.8,0.5,1.4,36.3,1.8,1.9,92.6,2.0,2.5,0.9,0.2,1.1,0,0
point-guard,71,18.7,6.5,3.0,5.8,51.6,0.1,0.2,29.4,0.5,0.6,83.3,2.7,5.0,0.8,0.2,1.4,2,0
point-guard,72,24.4,6.4,2.4,5.7,41.5,0.8,2.2,35.2,0.8,1.0,85.7,2.6,3.5,0.7,0.3,1.1,0,0
shooting-guard,68,36.5,34.3,9.9,22.3,44.4,4.4,12.4,35.5,10.2,11.8,86.5,6.6,7.5,1.8,0.9,4.5,22,4
shooting-guard,57,36.0,30.5,10.4,22.9,45.5,3.0,8.4,35.3,6.8,8.0,84.2,4.2,6.1,1.2,0.4,3.4,8,0
shooting-guard,70,35.9,26.6,9.0,18.3,48.9,2.0,5.7,35.4,6.7,7.3,91.9,4.2,6.5,0.7,0.3,3.8,11,0
shooting-guard,60,34.8,25.5,9.0,20.0,45.0,3.1,8.1,38.0,4.5,5.6,80.2,4.8,4.2,1.5,0.5,3.4,2,0
shooting-guard,69,34.3,24.0,8.7,19.4,44.9,2.5,6.9,36.6,4.0,4.7,86.3,4.4,4.3,1.0,0.2,2.7,1,0
shooting-guard,70,36.5,22.2,8.7,19.4,45.1,2.8,7.3,37.9,2.0,2.6,75.7,4.2,4.4,0.8,0.6,1.8,4,0
shooting-guard,57,33.9,20.3,7.5,15.6,48.1,2.3,5.9,38.2,3.1,4.3,72.4,6.4,2.1,1.1,0.4,2.2,8,0
shooting-guard,72,30.8,19.2,6.9,16.1,42.9,3.8,9.6,39.4,1.6,1.9,84.6,4.6,3.0,0.9,0.2,2.3,2,0
shooting-guard,45,29.6,18.7,6.9,16.3,42.5,1.8,4.9,36.4,3.1,4.4,71.1,4.2,4.4,1.2,0.2,2.6,2,1
shooting-guard,56,34.5,18.7,6.7,14.8,45.2,1.9,5.5,35.2,3.4,4.4,78.0,6.4,1.5,1.3,0.7,1.5,9,0
shooting-guard,66,31.5,18.5,6.6,14.1,46.7,2.6,6.6,39.9,2.7,3.3,81.8,2.6,3.2,1.1,0.2,1.9,0,0
shooting-guard,65,28.7,18.2,6.0,14.4,41.8,1.7,4.8,35.2,4.5,5.2,86.1,3.1,5.6,0.7,0.2,2.8,2,0
shooting-guard,63,34.3,18.0,6.3,14.9,42.3,2.7,6.7,40.7,2.6,3.0,87.4,4.4,4.1,1.0,0.2,2.2,2,0
shooting-guard,52,28.4,16.0,5.7,11.5,49.5,2.1,5.3,39.9,2.5,2.9,84.3,3.7,1.8,1.2,0.4,1.5,0,0
shooting-guard,67,29.3,15.3,6.0,13.6,43.9,2.0,5.8,35.0,1.3,1.5,85.0,2.7,3.3,0.8,0.2,1.7,0,0
shooting-guard,60,26.4,15.3,4.8,10.5,45.3,3.0,6.6,45.3,2.8,3.1,89.2,2.5,2.0,0.3,0.2,1.3,0,0
shooting-guard,61,29.0,15.1,5.5,12.6,44.0,2.7,7.2,37.2,1.4,1.9,74.1,3.4,3.4,1.0,0.2,1.7,2,0
shooting-guard,58,33.0,15.1,5.7,12.7,45.0,1.9,5.0,37.5,1.8,2.3,76.7,6.3,3.7,1.1,0.5,1.5,7,0
shooting-guard,66,26.6,15.0,4.9,11.6,41.8,1.8,4.6,38.5,3.6,4.0,88.7,4.3,2.9,0.9,0.3,1.4,1,0
shooting-guard,61,27.0,14.9,5.5,11.5,47.4,1.2,3.5,34.4,2.8,3.5,79.0,4.6,5.4,0.9,0.4,2.4,2,0
shooting-guard,69,27.4,14.7,4.9,12.3,40.3,2.6,7.3,35.1,2.3,2.7,85.3,3.2,1.2,1.1,0.3,1.0,0,0
shooting-guard,19,27.8,14.5,5.1,12.9,39.4,1.7,5.5,31.7,2.5,3.1,81.4,3.9,2.9,0.9,0.2,2.5,0,0
shooting-guard,36,28.2,14.4,4.8,12.9,36.9,2.7,8.4,31.7,2.3,3.0,76.6,2.0,1.5,0.6,0.4,1.2,0,0
shooting-guard,56,30.4,14.3,5.2,13.0,40.2,1.1,3.5,32.0,2.8,4.5,61.4,5.0,2.6,1.0,0.3,2.2,2,0
shooting-guard,55,30.8,13.7,5.1,11.7,43.0,1.5,4.5,34.1,2.1,2.6,80.9,3.2,2.9,0.9,0.7,1.9,0,0
shooting-guard,49,29.0,12.7,4.3,10.4,41.7,1.7,4.9,35.6,2.2,2.6,87.3,4.9,2.7,1.0,0.1,1.4,3,0
shooting-guard,46,28.1,12.5,4.7,10.4,45.1,1.2,3.4,33.5,2.0,2.4,83.6,4.3,2.1,1.2,0.5,1.1,2,0
shooting-guard,64,24.6,12.4,4.4,9.0,49.5,2.3,5.0,45.2,1.3,1.5,82.5,2.3,1.9,0.6,0.1,1.0,0,0
shooting-guard,56,31.4,12.2,4.5,10.9,41.3,2.3,6.0,38.0,0.9,1.1,82.8,4.1,3.8,0.9,0.5,1.6,2,0
shooting-guard,40,23.1,12.2,4.4,10.7,40.8,2.0,4.7,41.3,1.6,1.9,81.6,1.7,3.7,0.3,0.2,1.9,1,0
shooting-guard,37,21.2,11.5,4.0,9.9,40.7,1.2,3.4,35.7,2.2,2.9,76.1,3.4,2.5,0.6,0.4,1.2,0,0
shooting-guard,63,25.1,11.2,3.8,9.2,41.7,2.3,6.0,38.8,1.2,1.4,83.3,2.0,1.7,0.5,0.0,0.9,0,0
shooting-guard,55,22.0,11.2,4.1,9.7,42.5,1.9,5.0,38.8,1.0,1.2,81.8,2.7,1.4,0.7,0.1,1.0,1,0
shooting-guard,10,20.7,11.1,4.1,9.9,41.4,1.5,4.7,31.9,1.4,1.7,82.4,2.4,2.0,0.4,0.6,1.6,0,0
shooting-guard,21,29.5,11.0,4.1,8.2,50.6,1.7,3.4,49.3,1.0,1.3,77.8,3.4,1.5,0.8,0.2,0.9,0,0
shooting-guard,66,25.6,10.9,4.5,9.7,46.2,0.6,1.7,36.9,1.4,1.7,79.8,5.8,4.1,1.7,0.3,1.9,6,0
shooting-guard,57,24.9,10.5,3.2,8.1,39.9,1.2,3.5,34.8,2.8,3.2,88.9,2.1,4.6,0.6,0.0,1.5,0,0
shooting-guard,56,31.8,10.4,3.9,9.3,42.0,1.3,3.8,33.3,1.3,1.6,81.5,2.9,2.1,1.4,0.3,1.1,0,0
shooting-guard,56,24.0,10.3,3.4,8.1,41.2,1.4,4.3,31.7,2.3,2.7,82.4,2.8,4.7,1.2,0.2,2.3,2,1
shooting-guard,66,25.8,10.3,3.6,8.2,43.5,2.0,5.0,39.9,1.1,1.3,85.9,2.3,1.5,0.7,0.2,0.6,0,0
shooting-guard,55,21.3,10.3,3.9,8.9,43.4,1.1,3.7,28.4,1.5,1.8,82.0,2.9,2.1,0.5,0.3,1.4,1,0
shooting-guard,65,27.0,10.1,3.5,8.2,42.3,1.9,5.4,34.2,1.3,1.8,73.9,6.5,1.7,1.0,0.4,1.2,10,0
shooting-guard,71,22.8,10.1,3.4,7.7,44.4,2.5,6.4,40.0,0.7,0.9,74.6,2.2,0.8,0.6,0.2,0.7,1,0
shooting-guard,45,27.7,10.0,4.3,9.8,43.9,0.3,1.5,20.3,1.1,1.9,57.0,4.7,7.2,1.6,0.4,2.1,6,1
shooting-guard,50,23.2,10.0,3.7,8.4,44.2,1.1,3.2,33.5,1.5,2.0,72.3,3.2,2.2,0.9,0.3,1.9,0,0
shooting-guard,65,28.9,9.9,3.6,8.5,43.0,1.0,3.1,32.2,1.6,1.9,87.6,3.9,5.4,1.2,0.1,2.0,3,0
shooting-guard,72,29.7,9.8,3.4,7.7,44.5,2.0,4.9,39.9,1.0,1.3,78.7,3.9,5.2,0.9,0.2,2.0,3,0
shooting-guard,72,21.7,9.8,3.4,7.8,43.0,2.0,4.9,40.2,1.1,1.4,75.5,2.3,1.1,0.6,0.2,0.8,0,0
shooting-guard,66,24.5,9.5,3.5,8.5,41.4,1.3,3.3,39.4,1.1,1.3,85.1,2.4,3.4,0.8,0.2,1.3,3,0
shooting-guard,40,20.1,9.4,3.4,6.9,48.4,1.5,3.4,43.0,1.3,1.6,78.5,2.2,2.6,0.5,0.2,1.2,0,0
small-forward,57,32.4,27.1,9.3,19.9,47.0,2.2,5.7,37.8,6.2,7.1,88.6,7.1,4.9,1.8,0.6,2.6,13,1
small-forward,67,34.6,25.3,9.6,19.4,49.3,2.2,6.3,34.8,3.9,5.7,69.3,7.8,10.2,1.2,0.5,3.9,46,13
small-forward,62,33.9,23.8,8.2,17.7,46.3,2.4,6.2,39.1,5.0,5.9,85.1,6.1,4.2,1.0,0.6,3.0,9,0
small-forward,66,34.3,23.4,8.4,18.6,45.0,2.9,7.1,40.3,3.8,4.7,81.2,7.0,3.0,1.4,0.9,2.3,10,0
small-forward,68,34.1,22.1,8.2,15.4,53.1,0.1,0.5,25.7,5.6,6.6,84.5,5.5,5.6,1.0,0.3,2.4,7,0
small-forward,54,34.4,21.8,8.1,18.1,44.7,2.1,6.2,33.2,3.5,5.0,70.9,5.1,3.7,0.8,1.0,2.4,4,1
small-forward,62,29.9,20.9,7.6,15.3,49.7,2.4,5.7,41.5,3.4,3.7,91.6,6.2,4.3,0.9,0.1,2.2,7,0
small-forward,63,33.1,20.2,6.6,14.8,44.7,3.0,7.3,41.4,4.0,4.4,90.3,4.1,2.1,0.5,0.1,2.5,0,0
small-forward,58,33.8,19.9,5.9,13.1,45.5,0.5,2.1,24.4,7.6,9.1,83.4,6.7,6.0,1.8,0.6,2.2,11,3
small-forward,67,32.9,19.8,8.0,14.9,53.6,1.4,3.4,40.3,2.5,3.0,81.9,4.2,1.5,1.2,0.5,1.3,2,0
small-forward,52,33.5,17.5,6.7,13.5,50.0,1.6,4.3,38.3,2.4,2.8,85.5,6.7,4.1,0.7,0.4,1.8,8,0
small-forward,62,31.2,16.7,5.7,13.1,43.8,2.3,5.6,40.8,2.9,3.5,82.3,5.0,1.4,0.8,0.5,1.6,3,0
small-forward,73,28.9,16.2,6.0,14.6,40.7,2.0,5.6,35.8,2.2,2.8,80.8,3.3,2.1,0.9,0.4,1.7,0,0
small-forward,71,29.5,15.8,5.4,12.5,43.4,2.9,7.2,39.8,2.1,2.6,81.9,3.3,1.9,0.6,0.1,1.0,0,0
small-forward,54,29.3,15.4,4.9,11.3,43.4,3.7,8.7,42.4,1.9,2.3,85.2,4.5,1.7,0.7,0.6,1.1,1,0
small-forward,72,34.5,14.5,5.1,11.0,46.0,1.4,3.7,38.1,3.0,3.7,80.2,4.9,2.2,0.6,0.2,1.2,4,0
small-forward,69,30.8,14.5,5.5,11.4,48.6,2.5,5.9,42.4,0.9,1.3,71.9,4.3,2.1,0.6,0.2,1.5,0,0
small-forward,65,30.7,13.0,4.9,11.6,42.4,1.5,4.6,33.0,1.6,2.0,80.9,5.6,1.8,0.6,0.7,1.5,4,0
small-forward,61,25.0,12.8,4.8,11.0,43.6,1.4,4.5,31.6,1.9,2.5,73.5,4.5,1.3,0.5,0.4,1.5,2,0
small-forward,63,32.0,12.3,4.4,10.8,41.0,1.7,4.8,35.5,1.7,2.3,76.4,4.5,1.8,0.7,0.3,1.6,3,0
small-forward,71,26.6,12.0,4.3,8.9,47.8,1.4,3.5,38.9,2.1,2.8,75.0,3.5,1.2,0.7,0.8,0.9,0,0
small-forward,65,29.4,11.0,4.1,9.4,43.7,1.9,4.9,38.3,1.0,1.4,67.0,3.6,2.4,0.8,0.2,1.4,2,0
small-forward,67,21.8,10.8,4.0,8.9,44.6,1.1,3.3,33.6,1.8,2.0,88.2,5.4,1.7,0.5,0.5,1.3,4,0
small-forward,69,29.9,10.6,4.1,8.2,50.5,1.3,3.3,39.0,1.0,1.5,70.6,5.3,1.6,1.4,0.7,1.1,5,0
small-forward,58,26.7,10.5,3.7,9.6,38.4,1.4,4.3,33.2,1.7,2.2,80.2,3.7,1.5,1.1,0.5,1.7,0,0
small-forward,63,30.4,10.5,3.7,8.6,42.7,2.0,5.6,36.3,1.2,1.4,81.1,4.2,1.3,1.1,0.5,0.9,2,0
small-forward,69,25.8,10.4,4.0,9.0,43.9,0.9,2.6,34.1,1.6,2.0,78.4,5.6,2.6,1.2,0.1,1.1,6,0
small-forward,62,27.9,10.3,3.6,9.5,37.8,2.0,6.2,32.9,1.1,1.4,80.5,3.5,2.5,0.8,0.5,1.0,2,0
small-forward,69,19.9,10.3,3.9,7.9,48.8,1.9,4.3,43.5,0.7,0.8,82.8,2.5,1.1,0.2,0.1,0.6,0,0
small-forward,55,16.4,9.3,3.5,7.0,50.9,1.1,2.7,42.2,1.1,1.3,83.3,4.7,0.8,0.5,0.5,0.9,9,0
small-forward,59,20.3,9.3,3.6,6.5,54.5,0.1,0.7,20.5,2.0,2.6,76.9,6.2,1.9,0.7,1.1,1.3,9,0
small-forward,73,28.0,9.1,3.4,6.6,51.0,1.0,2.7,36.1,1.4,1.7,84.4,4.0,1.8,1.4,0.6,1.0,1,0
