POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT,REB,AST,STL,BLK,TO,DD2,TD3
power-forward,54,24.3,9.8,3.9,8.0,48.1,0.0,0.1,33.3,2.1,2.9,72.6,5.2,1.2,0.5,0.6,1.4,5,0
power-forward,76,21.5,9.6,2.9,6.1,47.2,0.7,1.6,44.4,3.1,3.6,87.8,4.2,1.4,0.9,0.3,1.1,4,0
power-forward,81,37.7,9.5,3.9,9.2,42.1,0.0,0.1,12.5,1.8,3.6,49.0,12.4,1.7,1.8,3.0,1.5,34,0
power-forward,79,19.9,9.5,3.8,7.6,50.5,0.0,0.0,0.0,1.8,2.5,73.1,3.2,0.7,0.4,0.3,1.4,1,0
power-forward,77,19.8,9.4,3.5,7.4,46.9,0.0,0.1,25.0,2.5,3.4,72.5,4.9,0.5,0.7,1.5,1.1,6,0
power-forward,65,25.8,9.4,4.0,9.0,43.9,0.0,0.1,0.0,1.5,2.0,73.3,6.8,1.1,0.7,0.9,1.2,10,0
power-forward,22,27.2,9.4,3.2,7.8,41.5,0.0,0.0,0.0,2.9,3.7,79.0,5.7,0.8,0.5,0.3,1.1,1,0
power-forward,80,32.1,8.9,3.3,8.3,40.3,0.0,0.0,0.0,2.2,2.9,76.5,8.4,1.7,0.5,0.8,1.4,17,0
power-forward,76,30.3,8.7,3.8,8.1,47.1,0.0,0.0,0.0,1.1,1.4,78.2,6.9,0.9,0.7,0.5,1.1,10,0
power-forward,65,20.6,8.6,3.5,6.7,52.1,0.0,0.0,0.0,1.6,2.3,70.0,4.7,0.8,0.4,0.3,1.2,3,0
power-forward,68,21.2,8.3,3.5,7.9,44.1,0.0,0.0,0.0,1.3,1.7,76.7,5.0,0.8,0.6,0.3,0.9,6,0
power-forward,34,24.8,8.0,3.1,7.6,41.3,0.2,1.1,22.2,1.4,1.9,75.4,5.6,1.4,0.7,0.8,1.7,2,0
power-forward,67,18.7,7.9,2.6,6.0,42.8,0.0,0.0,0.0,2.7,3.4,81.3,4.8,1.0,0.5,0.4,1.7,6,0
power-forward,77,24.7,7.9,2.6,6.8,38.8,1.8,4.8,37.4,0.8,1.1,75.6,3.1,1.6,0.9,0.3,1.2,1,0
power-forward,46,16.0,7.8,2.9,7.6,38.3,0.0,0.4,11.8,2.0,2.6,75.0,4.4,0.9,0.3,0.2,1.1,4,0
power-forward,75,23.9,7.3,2.7,6.0,45.9,0.0,0.0,0.0,1.9,2.4,76.5,6.3,0.7,0.4,0.3,1.0,11,0
power-forward,73,22.6,6.9,2.7,5.4,50.6,0.0,0.2,16.7,1.4,2.6,55.3,3.7,1.9,1.2,0.3,1.4,1,0
power-forward,42,22.1,6.9,3.0,6.4,47.0,0.0,0.0,0.0,0.9,1.6,55.1,6.1,0.9,0.9,0.6,1.4,7,0
center,69,36.6,22.3,8.6,17.1,50.1,0.0,0.2,16.7,5.1,8.5,59.9,12.4,3.1,0.9,2.7,2.7,56,0
center,67,36.8,21.5,8.3,14.1,58.4,0.0,0.0,0.0,4.9,10.1,49.0,11.5,2.9,0.5,2.5,2.9,43,0
center,55,36.8,20.6,7.5,15.7,47.5,0.0,0.1,20.0,5.6,7.9,71.3,9.0,1.4,1.2,1.6,3.2,19,0
center,78,35.7,20.1,7.8,17.9,43.4,0.0,0.2,11.1,4.5,5.9,75.7,10.0,2.1,0.8,2.6,2.3,44,0
center,23,36.1,18.7,7.6,18.3,41.3,0.0,0.2,20.0,3.5,5.0,71.1,8.7,4.6,1.3,0.9,2.6,8,0
center,82,32.8,17.5,6.5,12.5,52.2,0.0,0.0,0.0,4.4,5.4,80.9,9.0,1.5,0.3,1.9,2.5,33,0
center,81,31.3,15.3,5.8,11.9,48.3,0.0,0.1,28.6,3.7,5.0,74.6,8.1,1.3,0.5,2.5,2.0,22,0
center,72,36.4,14.1,5.2,10.2,51.0,0.2,0.5,31.6,3.6,4.6,77.8,10.3,4.3,0.9,1.2,2.0,32,2
center,82,33.9,13.6,4.7,9.9,47.3,0.0,0.0,0.0,4.3,5.7,75.1,10.3,1.0,0.5,1.2,2.5,45,0
center,74,32.5,12.3,4.7,8.8,53.5,0.0,0.0,0.0,2.9,4.5,65.4,12.0,0.8,0.4,1.9,1.8,42,0
center,77,32.5,11.8,4.3,8.2,53.0,0.0,0.0,0.0,3.1,4.6,68.2,6.5,2.2,1.5,0.5,2.4,12,0
center,20,27.3,11.3,4.0,8.3,47.9,0.1,0.2,25.0,3.4,4.3,78.8,5.6,0.9,0.6,0.6,1.6,1,0
center,74,30.3,10.9,3.9,8.0,48.9,0.0,0.0,50.0,3.1,4.5,68.3,7.4,1.5,0.9,0.7,1.9,18,0
center,82,29.3,10.3,4.2,7.4,56.6,0.0,0.0,0.0,1.9,2.7,71.9,7.2,0.9,1.0,1.3,1.8,19,0
center,81,28.6,9.9,3.9,8.2,47.0,0.0,0.2,15.4,2.1,3.2,65.4,5.7,5.3,0.7,1.0,2.1,8,1
center,71,22.3,9.6,3.5,7.6,46.3,0.3,0.7,37.5,2.3,2.9,77.5,5.9,1.0,0.5,0.9,1.4,6,0
center,79,24.1,8.9,3.3,6.7,48.9,0.0,0.0,0.0,2.4,3.7,64.7,6.7,0.9,0.5,1.6,1.4,12,0
center,82,28.7,8.7,4.0,8.5,46.9,0.0,0.0,0.0,0.7,1.4,47.4,7.7,1.4,0.6,2.0,1.3,15,0
center,72,30.0,8.6,3.6,7.6,47.7,0.0,0.0,0.0,1.4,1.9,72.1,10.1,1.8,1.2,2.6,1.4,19,0
center,12,17.9,8.0,2.8,5.9,46.5,0.0,0.0,0.0,2.5,2.8,88.2,2.3,0.7,0.2,0.5,0.8,0,0
center,82,26.8,8.0,3.3,6.1,54.1,0.0,0.0,0.0,1.4,2.1,64.4,7.6,0.3,0.5,2.3,1.0,15,0
center,85,31.3,7.9,3.1,6.5,48.5,0.0,0.0,0.0,1.6,2.6,64.5,7.2,0.8,0.6,3.6,1.4,8,0
center,17,19.3,7.8,3.4,7.3,46.0,0.5,2.4,20.0,0.6,0.8,76.9,4.6,1.4,0.5,0.8,0.6,0,0
center,80,20.1,7.4,3.1,5.9,52.1,0.0,0.0,0.0,1.3,2.1,59.2,5.9,0.5,0.7,0.7,1.2,6,0
center,65,21.8,7.1,3.1,6.3,48.9,0.0,0.0,0.0,0.9,1.4,64.1,4.4,0.8,0.3,0.4,1.2,3,0
center,77,19.3,7.0,2.6,5.0,51.5,0.0,0.0,0.0,1.8,3.0,58.5,5.0,0.6,0.4,1.3,1.0,3,0
center,78,27.6,6.8,2.7,5.6,47.6,0.0,0.0,0.0,1.4,2.5,57.9,7.4,1.6,0.4,1.8,1.3,11,0
center,66,24.3,6.6,2.3,4.5,50.7,0.0,0.0,0.0,2.0,2.7,74.0,5.2,0.9,0.6,0.4,1.2,1,0
center,43,21.5,6.5,2.8,6.6,42.5,0.0,0.0,0.0,0.8,1.4,59.0,5.7,0.6,0.4,1.6,1.3,3,0
center,76,17.5,6.3,2.4,5.0,48.8,0.0,0.0,0.0,1.4,2.2,66.3,5.4,0.3,0.5,0.8,1.2,3,0
center,61,15.6,6.3,2.4,6.2,39.3,0.2,0.6,30.6,1.2,1.4,84.9,3.2,0.6,0.4,0.4,0.8,4,0
center,72,18.6,6.3,2.4,4.8,50.3,0.0,0.0,33.3,1.5,2.2,67.7,4.1,1.1,0.5,0.6,1.2,1,0
center,35,22.3,6.1,1.9,4.5,42.4,0.0,0.0,0.0,2.3,3.4,66.9,7.7,0.7,0.5,1.2,1.1,6,0
center,82,22.5,6.1,2.4,5.3,46.0,0.0,0.0,0.0,1.2,1.7,69.7,5.6,1.0,0.3,0.9,1.9,6,0
center,69,25.3,6.1,2.3,5.2,44.7,0.0,0.0,0.0,1.4,2.1,67.6,6.8,1.0,0.8,1.4,1.2,7,0
center,81,21.4,6.0,1.8,3.6,49.8,0.0,0.0,0.0,2.3,3.2,71.8,3.9,1.0,0.3,0.2,1.0,0,0
center,78,28.5,5.9,2.1,4.9,42.4,0.0,0.0,0.0,1.7,2.4,73.9,5.1,2.0,0.9,0.7,1.2,3,0
center,75,16.8,5.7,2.4,4.7,52.4,0.0,0.0,0.0,0.8,1.6,49.2,4.6,0.4,0.7,1.4,0.6,2,0
center,73,20.2,5.6,2.3,5.3,44.3,0.0,0.1,22.2,0.9,1.2,74.2,4.9,0.8,0.4,0.9,0.9,3,0
center,65,23.0,5.6,2.2,4.5,47.8,0.0,0.0,0.0,1.2,1.8,68.1,6.7,0.4,0.3,1.9,0.8,7,0
center,65,13.7,5.6,2.1,4.8,43.9,0.0,0.0,0.0,1.3,1.9,68.5,3.2,0.7,0.3,0.8,1.0,0,0
center,65,15.2,5.0,2.0,4.0,49.8,0.0,0.0,0.0,1.0,1.5,66.0,3.5,0.5,0.3,0.9,1.3,0,0
center,71,17.0,4.9,1.9,4.1,46.6,0.0,0.0,0.0,1.1,1.3,79.8,3.9,0.4,0.2,1.4,0.6,0,0
center,43,12.3,4.6,2.1,4.3,48.4,0.0,0.1,66.7,0.4,0.6,59.3,3.1,0.4,0.5,0.4,0.4,0,0
center,72,14.3,4.5,1.9,4.5,43.5,0.0,0.0,0.0,0.6,0.7,86.5,3.7,0.6,0.3,0.5,0.7,0,0
center,76,25.3,4.5,1.8,4.1,44.7,0.1,0.3,23.1,0.7,1.2,60.2,4.5,2.4,0.8,0.5,1.7,1,0
center,40,13.3,4.3,1.7,3.3,50.4,0.0,0.0,0.0,0.9,1.5,59.0,3.2,0.5,0.2,0.6,0.6,0,0
center,62,14.0,4.2,1.6,3.1,52.1,0.0,0.0,0.0,1.0,2.0,50.0,4.2,0.1,0.4,0.8,1.1,2,0
center,32,12.3,4.1,1.6,3.1,50.5,0.0,0.0,0.0,0.9,1.1,85.7,2.6,0.6,0.2,0.4,0.7,1,0
center,55,20.1,4.1,1.7,4.1,41.1,0.0,0.0,0.0,0.7,1.0,72.2,4.2,1.3,0.4,0.4,0.5,1,0
point-guard,82,41.8,24.2,9.1,20.3,44.8,2.2,6.3,34.0,3.8,5.2,73.5,6.5,8.9,1.9,0.2,2.7,40,1
point-guard,74,38.9,22.2,7.7,17.8,43.2,0.9,3.1,28.3,5.9,7.2,81.3,3.2,8.4,1.5,0.2,3.6,29,0
point-guard,81,35.8,18.6,6.7,14.4,46.6,0.3,1.1,28.9,4.8,5.5,87.6,3.7,9.0,1.3,0.1,3.3,29,0
point-guard,77,36.1,18.0,6.5,14.5,44.5,1.4,4.0,34.5,3.7,4.7,78.6,5.3,6.6,1.5,0.4,4.0,17,1
point-guard,71,36.4,17.1,6.8,14.7,46.6,0.7,1.9,40.2,2.6,2.9,89.9,3.4,8.9,1.9,0.4,2.6,23,1
point-guard,82,31.6,16.2,5.9,13.6,43.3,1.7,4.9,34.0,2.7,3.0,91.1,3.3,6.1,2.1,0.1,3.0,10,0
point-guard,79,37.3,16.1,6.0,15.4,39.0,1.7,5.1,33.2,2.5,3.0,81.7,3.9,9.0,0.9,0.1,2.8,23,0
point-guard,82,38.5,14.5,5.6,12.6,44.5,0.9,2.6,36.3,2.4,3.0,78.0,3.7,8.1,1.6,0.2,3.0,23,1
point-guard,67,39.0,14.3,5.2,12.8,40.9,0.8,2.5,33.7,3.0,3.7,82.9,7.2,10.1,2.0,0.4,3.4,36,5
point-guard,82,31.6,14.0,5.3,12.0,44.0,1.0,2.7,38.6,2.4,3.1,77.5,2.7,5.1,1.7,0.1,1.6,6,0
point-guard,73,30.4,13.8,4.9,11.2,43.7,1.7,4.5,36.7,2.4,3.4,69.7,3.9,3.9,1.2,0.3,2.0,4,0
point-guard,68,29.8,12.8,4.6,10.7,43.3,1.1,2.7,39.2,2.4,2.9,83.1,4.8,3.1,1.5,0.2,1.5,5,0
point-guard,69,31.7,12.6,4.7,11.0,42.9,0.0,0.3,4.8,3.1,4.4,70.2,3.8,7.5,1.4,0.3,2.7,19,0
point-guard,78,30.4,12.5,4.9,11.5,43.2,1.0,2.7,37.7,1.6,1.9,84.1,3.1,5.2,1.0,0.0,1.9,1,0
point-guard,81,34.1,12.3,4.5,12.0,37.3,1.8,6.2,28.7,1.6,2.1,75.3,2.8,7.3,1.4,0.1,3.7,11,0
point-guard,82,31.4,11.2,4.9,10.4,47.3,0.0,0.1,11.1,1.4,1.9,73.5,1.9,6.0,0.9,0.2,1.7,5,0
point-guard,82,25.5,11.1,4.1,9.2,44.9,0.1,0.6,20.4,2.8,3.6,77.4,3.4,5.8,1.0,0.2,2.0,7,1
point-guard,82,19.8,9.5,3.8,9.0,42.4,0.7,2.0,35.0,1.2,1.6,72.9,1.5,3.7,0.6,0.0,1.7,0,0
point-guard,75,23.9,9.4,3.5,8.7,40.5,0.7,2.0,32.5,1.7,2.3,75.1,2.5,3.3,1.2,0.2,1.8,2,0
point-guard,65,27.0,9.3,3.5,8.6,41.2,0.0,0.2,20.0,2.2,2.8,76.1,3.0,7.0,1.6,0.3,2.4,10,0
point-guard,82,20.6,8.9,3.3,6.8,48.3,0.4,1.1,37.6,1.9,2.3,82.1,1.7,3.3,0.9,0.1,1.3,0,0
point-guard,62,25.7,8.8,3.3,8.7,37.7,1.0,3.1,31.1,1.2,1.5,81.1,2.4,3.9,0.7,0.0,1.7,2,0
point-guard,82,25.6,8.6,3.4,8.2,41.8,0.7,2.0,36.8,1.0,1.2,82.4,2.1,4.2,0.7,0.1,1.6,0,0
point-guard,81,27.0,8.1,3.0,7.0,43.2,1.1,2.7,40.3,1.0,1.2,80.6,3.7,8.0,0.9,0.1,2.1,10,1
point-guard,80,24.1,8.1,3.5,7.6,45.5,0.1,0.5,20.5,1.1,1.3,81.7,2.2,3.6,0.7,0.1,1.3,1,0
point-guard,82,35.0,7.9,3.1,7.3,43.0,0.1,0.5,24.4,1.5,2.2,71.2,3.2,7.6,1.7,0.1,2.0,12,0
point-guard,82,19.8,7.8,2.6,6.4,41.7,1.2,3.1,37.6,1.4,1.6,84.8,1.6,3.8,0.7,0.1,1.3,3,0
point-guard,72,27.6,7.3,2.6,6.2,42.3,1.4,3.7,38.6,0.7,0.8,82.8,3.2,4.2,1.3,0.2,1.4,2,0
point-guard,25,23.9,7.2,3.2,7.4,43.0,0.3,0.8,33.3,0.5,0.7,76.5,2.9,3.6,0.6,0.1,1.1,0,0
point-guard,72,15.8,7.2,2.7,6.0,45.1,0.8,2.0,41.0,0.9,1.1,86.8,1.4,1.8,0.4,0.1,0.9,0,0
point-guard,79,23.5,6.3,2.5,6.4,39.5,0.0,0.3,13.0,1.2,1.6,75.0,2.5,4.8,1.2,0.1,2.2,2,0
point-guard,78,23.1,6.3,2.1,6.2,34.6,0.7,2.1,31.3,1.3,1.9,72.4,1.8,2.8,1.0,0.0,1.0,0,0
point-guard,68,17.6,6.2,2.4,5.1,47.4,0.3,1.0,33.3,1.1,1.5,71.3,1.3,2.6,0.8,0.1,0.9,0,0
point-guard,82,18.6,5.9,2.2,5.3,42.0,0.3,1.4,22.5,1.2,1.9,63.4,2.0,3.8,1.2,0.2,1.7,0,0
point-guard,72,18.0,5.8,2.2,5.7,38.3,0.8,2.3,36.2,0.6,0.7,84.9,1.4,2.3,0.6,0.0,0.9,2,0
point-guard,71,12.6,5.7,1.9,4.9,38.0,0.5,1.7,30.6,1.4,1.7,82.4,0.6,1.7,0.4,0.0,0.9,0,0
point-guard,73,14.2,5.1,1.9,4.7,40.5,0.2,0.6,28.3,1.0,1.3,77.6,2.1,2.4,0.7,0.1,0.8,1,1
point-guard,79,13.7,4.8,2.0,4.7,41.6,0.2,0.7,34.5,0.7,0.8,83.9,1.6,2.2,0.6,0.2,1.2,0,0
point-guard,78,11.3,3.7,1.4,3.4,41.6,0.2,0.4,41.2,0.7,1.0,75.0,0.8,1.6,0.4,0.0,1.0,0,0
shooting-guard,70,40.8,28.4,10.4,24.8,42.1,1.3,3.7,34.1,6.3,8.9,71.3,3.8,4.7,2.1,0.1,3.3,1,0
shooting-guard,82,38.1,25.7,9.6,20.7,46.5,1.2,2.9,40.3,5.3,6.7,79.1,5.8,3.9,1.3,1.1,2.2,9,1
shooting-guard,82,42.2,22.6,9.1,20.0,45.7,1.2,3.0,40.1,3.2,3.9,82.0,6.3,5.3,1.3,0.4,2.4,18,4
shooting-guard,82,37.4,22.1,7.8,17.2,45.5,2.1,5.0,42.3,4.3,4.9,88.7,4.4,3.8,1.3,0.2,2.2,3,0
shooting-guard,72,39.0,20.1,6.6,15.5,42.7,1.8,4.7,37.5,5.0,5.8,86.4,4.8,4.2,2.7,0.7,2.2,1,0
shooting-guard,82,38.6,19.7,7.5,15.5,48.3,1.3,3.0,43.6,3.4,4.1,83.8,3.3,2.7,0.8,0.2,2.3,0,0
shooting-guard,60,34.7,19.3,7.5,17.9,41.9,0.9,3.0,31.1,3.4,4.3,78.5,4.3,3.7,0.7,0.1,2.8,1,0
shooting-guard,82,40.0,18.6,6.9,15.9,43.5,0.5,1.5,34.6,4.2,4.8,86.7,4.3,4.0,1.3,0.3,2.8,4,0
shooting-guard,82,37.8,18.2,6.8,15.5,43.6,1.5,3.5,40.9,3.3,4.0,83.0,3.4,2.5,1.4,0.5,2.0,0,0
shooting-guard,80,37.2,18.2,7.0,15.0,47.1,1.0,2.5,39.3,3.2,3.8,82.7,4.8,4.0,1.1,0.6,2.4,4,0
shooting-guard,81,36.9,18.1,5.8,12.9,44.8,2.0,5.0,40.8,4.6,5.0,91.9,3.0,2.3,1.0,0.3,1.6,0,0
shooting-guard,74,32.4,17.4,6.0,14.2,42.6,1.3,3.3,38.6,4.0,4.6,87.6,2.9,2.5,1.5,0.2,2.1,0,0
shooting-guard,68,35.0,16.9,6.8,15.9,42.6,0.2,0.7,31.3,3.1,4.0,78.9,3.7,2.3,1.1,0.3,2.2,0,0
shooting-guard,64,34.4,16.9,5.9,13.4,43.8,0.9,2.8,30.9,4.2,4.8,87.7,4.0,3.4,1.4,0.2,2.6,2,1
shooting-guard,81,30.8,15.8,5.4,12.5,43.0,1.3,3.6,35.6,3.7,4.4,84.7,3.6,2.6,1.1,0.4,2.3,1,0
shooting-guard,79,31.2,15.4,5.8,12.9,45.1,0.2,0.8,27.7,3.5,5.0,70.7,6.3,3.3,1.1,1.9,2.0,11,0
shooting-guard,82,28.3,15.0,5.6,14.0,40.0,0.4,1.5,23.2,3.4,4.6,74.0,4.3,2.5,1.4,0.3,2.4,5,0
shooting-guard,82,32.8,14.9,5.1,11.0,46.7,1.2,2.9,39.8,3.5,4.1,85.0,3.8,2.5,0.9,0.4,1.4,0,0
shooting-guard,82,33.7,13.6,5.0,11.6,42.6,1.1,3.0,35.5,2.6,3.4,77.8,2.7,5.6,1.3,0.1,1.9,7,0
shooting-guard,62,30.6,13.0,4.9,11.3,43.7,1.5,3.9,40.0,1.6,2.0,79.5,3.6,2.3,1.3,0.3,0.9,0,0
shooting-guard,82,35.6,12.7,4.6,10.9,42.5,2.0,4.7,43.2,1.4,1.9,76.0,3.0,4.0,1.6,0.3,1.8,1,0
shooting-guard,77,27.7,12.4,4.6,9.5,49.2,0.9,1.8,47.8,2.2,2.3,95.0,2.4,2.6,0.9,0.2,1.5,0,0
shooting-guard,73,31.0,12.4,4.3,10.5,40.7,1.4,3.8,36.0,2.5,3.0,84.3,3.9,4.4,1.4,0.6,2.0,2,0
shooting-guard,82,29.7,12.1,4.4,8.8,50.1,0.5,1.5,35.5,2.7,3.1,86.0,2.6,8.6,1.7,0.2,2.2,18,0
shooting-guard,80,34.1,11.8,4.1,8.8,46.3,2.1,5.0,41.1,1.6,2.0,80.9,4.7,3.6,1.3,0.4,1.8,1,0
shooting-guard,73,29.7,11.6,4.7,9.2,51.1,0.4,1.1,35.9,1.8,2.2,82.6,3.7,2.8,0.8,0.3,1.1,2,0
shooting-guard,82,29.2,11.3,4.5,9.5,47.6,0.1,0.4,28.6,2.2,2.7,81.2,4.3,2.4,0.9,0.2,1.3,0,0
shooting-guard,73,33.7,11.3,4.5,11.5,39.1,1.4,4.1,33.6,0.9,1.3,70.5,3.7,6.7,2.0,0.3,2.0,9,0
shooting-guard,82,25.3,9.8,3.9,8.8,43.6,1.0,3.1,33.3,1.1,1.3,79.8,2.8,2.4,0.8,0.1,1.0,0,0
shooting-guard,68,23.7,9.4,3.0,6.8,44.7,1.3,3.0,43.5,2.0,2.5,80.6,2.8,3.3,0.7,0.1,1.5,1,0
shooting-guard,71,19.3,9.0,3.6,8.5,42.0,0.4,1.1,36.4,1.5,1.9,77.4,1.8,1.5,0.4,0.1,1.2,0,0
shooting-guard,66,17.6,8.8,3.6,7.3,49.2,0.3,0.8,37.7,1.3,2.0,68.2,2.8,1.5,1.0,0.2,1.5,1,0
shooting-guard,75,22.8,8.7,3.2,7.6,41.5,1.2,3.2,38.3,1.1,1.3,85.0,3.0,1.1,0.6,0.2,0.8,0,0
shooting-guard,81,23.3,8.1,3.1,7.4,41.5,0.6,1.9,29.3,1.4,1.7,80.7,2.0,4.3,1.1,0.1,1.9,5,0
shooting-guard,62,20.7,8.0,2.6,5.6,46.5,1.1,2.5,42.9,1.7,1.9,92.2,2.6,2.4,1.2,0.1,1.4,0,0
shooting-guard,82,23.8,8.0,3.0,7.2,41.1,0.5,1.5,36.4,1.5,1.8,82.9,3.0,2.9,1.3,0.2,1.4,0,0
shooting-guard,61,26.6,7.9,2.6,6.1,42.4,0.9,2.3,39.0,1.8,2.0,89.9,2.9,2.2,1.2,0.2,1.6,0,0
shooting-guard,67,16.3,7.6,2.9,6.8,42.7,1.4,3.6,39.3,0.4,0.5,75.0,1.5,1.3,0.5,0.1,0.6,0,0
shooting-guard,79,28.1,7.5,2.5,5.8,42.7,0.9,2.4,39.8,1.6,1.9,84.6,3.2,2.4,0.9,0.1,1.6,0,0
shooting-guard,79,23.0,7.4,2.7,5.9,46.8,1.0,2.1,49.1,0.8,1.0,87.0,1.7,1.8,0.3,0.0,0.9,0,0
shooting-guard,69,33.4,7.3,2.5,6.1,40.3,1.6,4.4,36.2,0.8,1.0,81.2,4.8,3.0,1.3,0.2,0.9,0,0
shooting-guard,72,26.8,6.7,2.4,5.7,42.4,0.2,0.8,28.1,1.7,2.2,75.3,5.2,2.5,1.6,0.2,1.3,4,0
shooting-guard,77,19.6,6.7,2.6,6.0,42.8,0.5,1.5,33.0,1.0,1.3,79.8,2.4,1.3,0.8,0.1,0.5,0,0
shooting-guard,59,27.5,6.4,2.7,7.4,36.1,0.1,0.1,50.0,1.1,1.4,73.8,2.4,3.4,1.0,0.3,1.8,0,0
shooting-guard,81,20.9,6.3,2.3,6.0,38.1,1.3,3.8,35.3,0.4,0.6,64.7,2.2,1.5,0.7,0.1,0.8,0,0
shooting-guard,82,18.9,6.3,2.1,5.1,40.6,1.1,2.8,37.8,1.1,1.4,77.2,1.6,2.5,0.7,0.1,1.0,0,0
shooting-guard,74,18.1,6.1,2.2,5.7,39.4,1.1,3.1,35.3,0.5,0.7,78.0,3.5,1.0,0.9,0.6,0.5,0,0
shooting-guard,40,17.3,5.6,2.0,5.1,38.5,0.4,1.1,38.1,1.3,2.0,63.7,1.9,2.7,1.2,0.1,1.5,1,0
shooting-guard,71,23.6,5.3,2.1,5.0,40.9,0.5,1.5,35.6,0.7,0.8,79.7,2.1,4.0,0.5,0.1,1.5,1,0
shooting-guard,60,13.4,5.3,2.1,4.9,43.5,0.2,0.7,28.2,0.8,1.0,80.6,1.0,2.3,0.7,0.0,1.0,0,0
small-forward,74,37.5,25.8,9.4,19.2,48.9,0.5,1.3,34.7,6.5,8.2,79.5,6.6,5.2,1.4,0.6,3.2,13,0
small-forward,82,38.4,23.6,7.5,17.6,42.8,1.0,3.5,28.8,7.5,9.2,81.5,3.8,4.5,1.3,0.4,3.8,2,0
small-forward,66,38.2,22.5,8.4,17.9,46.8,0.7,2.2,31.9,5.0,6.1,82.1,6.3,4.9,1.6,0.9,2.8,11,0
small-forward,81,35.9,20.9,8.5,18.0,47.2,1.1,2.9,36.3,2.8,3.5,80.2,6.0,2.4,1.0,0.5,2.8,8,0
small-forward,73,35.4,19.5,6.7,15.1,44.2,1.3,3.8,34.3,4.9,6.2,79.8,5.4,3.0,2.1,0.8,2.4,6,0
small-forward,76,37.2,17.5,6.8,15.2,44.5,1.5,3.7,40.3,2.4,3.1,77.8,5.0,3.9,1.0,0.2,2.4,4,0
small-forward,60,37.6,16.9,6.3,13.3,47.4,0.6,1.7,32.4,3.8,4.8,79.0,5.8,5.3,1.6,0.6,2.6,7,0
small-forward,79,35.0,16.7,6.4,15.6,41.1,1.5,3.8,38.6,2.4,2.7,87.7,5.0,2.9,0.7,0.1,2.3,4,0
small-forward,80,31.6,15.9,5.3,12.3,43.0,1.1,2.9,36.7,4.3,5.0,87.4,4.1,2.2,0.6,0.2,1.4,2,0
small-forward,74,32.0,15.9,6.2,13.8,45.1,0.7,1.9,36.7,2.8,3.6,76.1,5.7,1.8,1.4,0.5,2.5,6,0
small-forward,82,35.4,14.1,5.0,11.1,44.6,1.3,3.3,39.6,2.9,3.9,75.0,5.2,1.9,1.6,0.3,1.2,5,0
small-forward,82,27.9,13.8,5.2,10.7,48.6,1.4,3.2,43.9,1.9,3.0,63.9,5.5,2.1,1.1,0.6,2.0,5,0
small-forward,76,31.0,13.1,5.2,12.6,41.4,0.3,1.0,25.6,2.4,3.4,71.0,3.7,2.8,1.8,0.5,1.2,0,0
small-forward,82,33.5,12.5,4.7,10.5,45.1,1.0,3.2,32.7,2.0,2.7,71.7,6.3,5.0,1.4,0.5,2.5,9,0
small-forward,82,32.9,12.3,4.5,9.5,47.3,1.0,2.7,35.1,2.4,3.1,76.7,4.7,2.9,1.2,0.4,2.4,4,0
small-forward,72,31.1,12.0,4.3,10.5,40.7,0.8,2.7,31.4,2.6,3.9,67.4,4.3,2.8,1.7,0.5,2.3,0,0
small-forward,74,23.6,11.9,4.3,9.7,44.8,1.4,3.6,37.5,1.8,2.1,88.2,3.7,1.4,0.7,0.1,1.2,2,0
small-forward,61,25.9,11.4,4.5,10.6,42.4,0.0,0.4,13.0,2.4,3.2,75.6,4.8,1.6,1.0,0.5,1.7,2,0
small-forward,80,22.9,10.2,3.6,8.4,43.3,1.4,3.3,43.0,1.5,1.8,85.1,3.4,0.9,0.6,0.3,1.1,1,0
small-forward,75,32.2,9.6,4.0,8.6,46.1,0.2,0.5,41.7,1.5,2.4,61.7,7.8,1.8,1.6,0.5,1.6,12,0
small-forward,79,26.0,9.2,3.5,8.3,42.8,1.3,3.2,42.4,0.8,1.0,79.2,3.4,1.8,0.5,0.2,0.8,0,0
small-forward,75,20.0,8.7,3.5,7.2,48.9,0.0,0.1,40.0,1.6,2.2,74.1,3.3,1.4,0.6,0.2,1.5,0,0
small-forward,77,17.8,8.4,2.9,6.1,47.8,0.0,0.1,18.2,2.5,3.4,75.1,3.9,0.8,0.3,0.3,1.8,2,0
small-forward,81,25.3,8.2,2.8,6.6,42.9,1.0,2.7,37.3,1.5,1.9,80.0,3.9,1.8,1.2,0.4,1.2,0,0
small-forward,67,16.6,7.0,3.2,5.8,54.9,0.0,0.1,0.0,0.7,1.0,73.4,2.7,0.5,0.7,0.4,0.6,0,0
small-forward,60,13.3,6.5,2.6,5.5,46.7,0.0,0.1,0.0,1.4,1.7,80.4,2.3,0.4,0.2,0.2,1.1,0,0
small-forward,82,18.0,6.5,2.5,6.1,41.4,0.7,2.2,32.6,0.8,1.0,80.8,2.4,1.7,0.6,0.3,1.1,0,0
small-forward,82,19.6,6.2,2.2,4.6,48.0,0.0,0.1,20.0,1.7,2.0,83.9,1.3,1.1,0.4,0.1,0.9,0,0
small-forward,69,12.7,2.8,1.0,2.8,37.1,0.4,0.8,46.6,0.4,0.6,58.1,1.4,0.5,0.3,0.2,0.3,0,0
