HT,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT,REB,AST,STL,BLK,TO,DD2,TD3
213,power-forward,75,31.5,18.3,6.6,14.8,44.8,1.7,4.6,36.8,3.3,3.7,89.3,6.5,1.8,0.7,0.7,1.1,10,0
201,power-forward,81,32.7,17.1,6.2,13.2,47.0,0.9,2.9,31.9,3.8,5.0,75.7,9.0,3.3,1.8,1.7,2.4,32,0
206,power-forward,66,30.4,17.0,6.0,14.1,42.7,2.0,5.4,36.6,3.0,3.5,87.3,6.0,1.1,0.6,0.4,1.4,8,0
211,power-forward,80,35.3,16.9,6.4,12.7,50.6,0.4,1.4,25.7,3.7,5.1,72.4,7.7,4.3,1.2,1.4,2.6,21,5
213,power-forward,72,31.8,16.5,6.5,13.8,46.9,0.3,1.0,34.8,3.2,4.0,79.2,11.0,4.1,0.6,2.0,2.3,46,2
206,power-forward,62,32.0,16.4,6.7,13.1,51.5,0.0,0.1,0.0,2.9,4.1,70.9,8.1,1.5,1.2,1.5,1.7,19,0
203,power-forward,77,31.5,16.0,5.3,12.7,41.9,2.1,5.7,36.0,3.4,4.1,82.2,9.9,2.4,0.8,0.5,1.8,35,0
206,power-forward,68,29.6,15.3,6.3,13.3,47.5,0.1,0.4,23.1,2.5,3.2,79.6,7.8,2.1,0.6,0.2,1.5,17,1
203,power-forward,73,33.0,15.1,6.8,13.2,51.4,0.1,0.4,23.3,1.4,2.2,64.4,9.0,1.9,1.5,0.5,1.9,28,0
203,power-forward,70,35.0,14.9,5.3,12.5,42.6,2.0,5.7,34.8,2.3,2.7,84.9,6.1,5.8,0.9,0.6,2.9,11,2
203,power-forward,76,33.1,14.7,5.5,11.7,46.9,1.1,3.1,33.5,2.7,3.2,83.1,6.7,2.2,0.9,0.5,1.4,12,0
198,power-forward,73,31.6,14.2,4.9,11.1,44.3,1.7,5.0,33.6,2.7,3.3,82.0,5.1,1.8,1.7,0.5,1.1,5,0
203,power-forward,76,31.7,14.1,5.8,11.8,49.3,0.1,0.5,25.7,2.3,3.0,76.8,5.2,1.7,0.9,0.4,1.5,6,0
198,power-forward,81,34.7,14.0,5.0,10.1,49.0,1.2,3.2,38.8,2.8,4.1,69.6,9.5,7.4,1.5,1.4,3.2,33,13
201,power-forward,67,28.4,12.8,4.1,10.6,38.5,2.5,7.2,35.3,2.1,2.6,79.1,6.3,1.4,1.6,0.6,2.1,7,0
206,power-forward,20,18.2,12.8,5.4,10.3,52.2,0.2,0.5,33.3,1.9,2.5,77.6,4.9,0.8,0.6,0.5,1.2,1,0
198,power-forward,7,29.3,12.7,4.7,8.7,54.1,0.4,1.0,42.9,2.9,4.1,69.0,6.4,1.3,0.4,0.4,1.1,2,0
211,power-forward,78,32.1,12.6,5.3,11.1,47.9,0.8,2.4,32.6,1.2,1.6,75.2,6.8,0.8,0.5,1.9,1.4,9,0
203,power-forward,67,25.3,12.5,5.2,9.3,55.8,0.0,0.0,50.0,2.0,3.3,61.3,8.7,1.2,0.5,0.9,1.4,21,0
206,power-forward,74,32.4,12.3,4.6,10.1,45.5,1.2,3.5,34.4,2.0,2.6,75.5,6.0,1.9,1.0,0.4,1.1,13,0
,power-forward,79,21.3,12.2,4.2,9.8,42.7,2.3,5.8,39.3,1.5,2.0,77.4,3.8,1.1,0.4,0.3,1.1,2,0
206,power-forward,64,25.5,12.0,4.8,11.2,42.5,0.7,2.4,30.3,1.7,2.3,73.5,5.5,1.9,0.9,0.5,2.1,2,0
206,power-forward,69,27.2,11.8,4.3,9.0,48.1,1.6,4.0,40.9,1.5,2.3,64.8,5.9,1.4,0.8,0.2,1.4,6,0
,power-forward,66,24.9,11.8,3.8,9.2,40.7,2.0,5.2,39.0,2.2,2.7,80.7,5.5,1.5,0.9,0.7,1.5,5,0
203,power-forward,80,28.2,11.7,4.4,10.3,43.0,0.8,2.7,31.5,2.1,2.8,74.5,4.2,1.7,0.7,0.5,1.2,1,0
203,power-forward,81,28.9,11.7,4.2,9.2,45.2,1.9,4.7,40.2,1.5,1.8,83.3,6.4,1.4,0.7,1.0,0.8,10,0
203,power-forward,81,28.2,11.3,4.4,10.3,42.9,0.1,0.4,27.8,2.4,3.3,71.5,10.2,1.8,0.7,0.4,1.8,34,1
198,power-forward,26,30.2,11.0,4.0,10.4,38.9,1.8,4.5,39.0,1.2,1.9,60.0,4.7,1.0,1.7,0.2,1.1,0,0
198,power-forward,82,20.5,10.5,3.9,8.3,46.5,0.5,1.9,28.9,2.3,3.0,76.4,3.3,0.6,0.3,0.1,0.9,0,0
,power-forward,74,25.4,10.4,3.8,8.9,42.4,1.3,3.5,37.1,1.5,2.1,72.1,5.4,0.9,0.7,0.4,1.0,4,0
211,power-forward,69,20.2,10.0,3.7,8.1,45.5,1.2,3.0,40.5,1.4,1.9,75.0,4.1,1.5,0.8,0.5,1.1,1,0
203,power-forward,77,28.0,9.8,3.5,8.8,39.7,1.9,5.1,38.0,0.9,1.2,71.9,3.5,1.3,0.5,0.3,1.0,0,0
206,power-forward,36,15.8,9.8,3.9,6.9,55.6,0.2,0.4,46.2,1.9,2.5,73.6,4.1,0.9,0.3,0.3,0.6,0,0
203,power-forward,80,17.9,9.3,3.2,7.1,45.0,0.6,1.9,29.3,2.4,3.2,75.8,3.7,0.9,0.4,0.1,0.8,4,0
203,power-forward,78,23.9,9.2,3.5,7.4,47.3,0.5,1.8,29.6,1.7,2.5,66.8,6.5,1.6,0.8,0.7,0.8,12,0
206,power-forward,76,21.5,8.7,3.5,7.9,45.0,0.9,2.1,40.4,0.8,1.1,72.6,4.7,0.9,0.6,0.4,0.9,3,0
206,power-forward,50,20.9,8.7,3.3,7.3,45.2,0.5,1.6,31.6,1.5,2.3,66.4,4.2,0.8,0.5,0.8,1.0,0,0
206,power-forward,73,26.5,8.6,3.6,6.8,52.6,0.0,0.0,0.0,1.4,2.0,69.2,6.9,1.5,0.6,1.1,1.1,7,0
208,power-forward,67,18.7,8.5,3.3,7.0,48.1,0.6,1.6,38.2,1.1,1.5,76.2,5.6,1.1,0.6,0.4,1.1,10,0
203,power-forward,59,22.3,8.2,2.9,6.5,44.2,0.7,1.8,40.4,1.7,2.0,85.7,2.2,0.9,0.4,0.1,1.0,0,0
196,power-forward,82,31.0,8.0,2.9,7.1,41.1,0.8,2.5,33.0,1.3,1.7,74.6,6.2,2.2,1.3,0.2,1.4,7,0
211,power-forward,59,17.6,7.9,3.3,6.4,51.3,0.2,0.9,24.5,1.1,1.2,89.9,4.9,0.9,0.2,0.3,0.9,5,0
206,power-forward,55,16.4,7.8,3.2,6.1,53.1,0.0,0.0,0.0,1.3,1.7,76.3,5.5,1.5,0.4,0.5,1.2,4,0
208,center,65,34.6,26.9,9.2,20.5,45.1,1.1,3.2,33.3,7.3,10.2,71.8,11.5,3.3,1.6,1.4,3.8,47,1
216,center,73,33.7,20.6,8.1,15.8,51.1,0.0,0.2,14.3,4.3,5.5,78.7,7.8,2.0,0.8,1.7,2.4,26,0
213,center,82,32.0,18.3,7.6,14.1,54.2,0.4,1.1,34.1,2.7,3.4,81.1,10.5,2.0,0.7,1.7,2.2,51,0
,center,65,31.3,18.2,8.2,16.1,51.0,0.0,0.1,22.2,1.7,2.3,75.3,8.9,2.8,0.8,1.1,1.9,29,0
211,center,74,30.6,18.0,7.2,14.1,51.3,0.0,0.2,0.0,3.5,4.1,85.8,8.5,1.5,0.5,1.1,1.3,26,0
208,center,53,30.0,17.5,7.5,14.7,50.8,0.0,0.1,16.7,2.5,3.7,68.6,7.0,1.2,0.4,1.2,2.3,11,0
211,center,52,34.4,16.6,6.3,13.6,46.4,0.0,0.1,66.7,3.9,4.7,82.9,7.0,3.8,1.0,1.3,2.3,9,1
211,center,81,32.9,16.2,6.8,13.1,52.1,0.0,0.1,33.3,2.6,7.2,35.5,14.8,0.8,1.5,1.4,1.9,66,0
211,center,79,29.3,15.3,6.2,11.9,52.2,0.0,0.0,0.0,2.9,3.9,74.0,8.8,2.3,0.9,0.8,1.6,32,0
206,center,82,32.1,15.2,6.5,12.8,50.5,1.1,3.1,34.4,1.3,1.6,79.8,7.3,3.2,0.8,1.5,1.3,17,0
,center,72,28.4,14.3,5.2,12.3,42.1,1.1,3.4,33.3,2.8,3.3,83.8,7.3,1.3,0.7,1.9,1.7,21,0
213,center,73,29.1,14.2,5.7,9.3,60.6,0.0,0.0,0.0,2.9,4.5,65.0,11.8,0.4,0.6,3.7,1.9,41,3
208,center,71,32.1,13.7,5.2,8.5,62.0,0.0,0.1,0.0,3.3,6.7,48.9,11.8,1.4,1.0,1.6,2.3,38,0
211,center,75,30.1,13.5,5.8,10.2,56.7,0.0,0.0,0.0,1.9,2.8,70.5,9.9,1.4,0.6,1.3,1.6,41,0
,center,60,26.0,12.8,5.1,8.9,56.5,0.0,0.0,0.0,2.7,3.6,76.1,9.1,0.7,0.4,1.3,1.4,22,0
211,center,77,33.7,12.7,4.6,6.6,70.3,0.0,0.0,0.0,3.5,8.0,43.0,13.8,1.2,0.7,2.3,1.4,49,0
208,center,82,21.0,12.7,5.0,8.8,57.6,0.1,0.3,47.6,2.4,3.1,79.7,8.1,0.4,0.3,0.4,1.4,25,0
208,center,47,23.3,12.0,5.2,10.7,48.5,0.0,0.0,0.0,1.5,2.4,64.9,6.4,1.5,0.6,0.9,0.7,7,0
208,center,67,29.3,11.1,4.6,8.8,52.1,0.0,0.0,50.0,2.0,3.4,59.0,8.1,1.8,1.8,1.5,2.4,16,0
211,center,60,22.8,10.3,4.4,8.8,49.8,0.1,0.2,21.4,1.5,2.0,72.7,5.5,0.7,0.4,1.4,1.1,4,0
206,center,81,23.6,10.3,4.3,10.0,43.5,0.4,1.3,28.2,1.3,2.0,64.0,8.3,2.3,0.9,0.6,1.3,25,0
216,center,82,27.1,10.3,4.4,8.1,53.9,0.0,0.0,0.0,1.6,2.0,79.5,7.3,1.4,0.2,1.6,1.6,15,0
208,center,82,27.1,10.1,3.8,7.1,53.2,0.1,0.2,30.0,2.5,3.0,82.7,7.1,1.7,1.1,1.2,1.7,15,0
,center,80,21.7,10.0,3.8,7.5,51.2,0.4,1.1,33.3,1.9,2.4,81.1,7.0,2.4,1.0,0.6,1.3,16,0
211,center,71,25.6,9.3,3.7,6.3,58.9,0.0,0.0,0.0,1.9,3.2,58.7,7.1,1.5,0.9,1.1,1.4,9,0
,center,57,19.2,9.2,3.7,6.7,54.4,0.0,0.1,0.0,1.9,3.2,57.8,4.5,1.7,0.9,0.5,1.3,1,0
208,center,82,25.4,9.1,3.3,6.3,51.6,0.0,0.0,0.0,2.6,4.1,64.2,7.7,2.8,0.8,1.0,1.9,15,0
216,center,61,31.7,9.1,3.2,5.8,55.9,0.0,0.0,0.0,2.6,4.6,56.9,11.0,1.5,0.7,2.2,1.9,20,0
213,center,78,23.3,9.0,3.4,8.0,42.3,0.0,0.1,14.3,2.2,3.1,72.8,7.6,1.2,0.5,0.8,1.9,19,0
208,center,73,20.7,8.8,3.8,7.5,50.6,0.0,0.0,0.0,1.2,1.7,71.2,6.2,1.2,0.5,0.5,1.3,9,0
211,center,73,24.3,8.7,3.2,6.0,52.9,0.0,0.1,10.0,2.4,3.2,75.4,6.2,1.0,0.8,0.9,0.9,5,0
211,center,61,25.2,8.6,3.5,7.2,48.8,0.0,0.0,0.0,1.5,2.1,70.2,7.3,2.7,0.8,1.3,1.5,11,0
211,center,76,26.4,8.6,2.9,6.2,46.6,0.0,0.0,0.0,2.8,3.6,76.8,9.4,1.7,0.8,0.3,1.6,26,0
213,center,61,21.9,8.4,3.2,7.1,44.8,1.4,3.7,37.7,0.6,0.8,76.1,5.1,1.5,0.1,0.3,1.3,4,0
,center,32,17.1,8.2,3.2,7.6,41.7,0.0,0.1,0.0,1.9,3.1,61.6,5.5,1.3,0.8,1.4,1.7,4,0
211,center,80,25.2,8.0,3.3,5.3,61.3,0.0,0.0,0.0,1.4,2.5,58.2,6.7,0.8,0.5,1.1,1.1,6,0
206,center,82,27.7,7.8,3.0,5.1,58.8,0.0,0.0,0.0,1.8,3.0,61.6,9.0,0.8,0.5,0.6,0.7,23,0
213,center,66,24.5,7.2,2.8,4.8,58.3,0.0,0.0,0.0,1.6,2.6,62.0,8.7,1.0,0.5,0.7,1.4,20,0
208,center,77,19.1,7.0,3.0,5.2,58.2,0.0,0.0,0.0,1.0,2.7,37.9,6.4,0.6,0.8,1.2,0.8,10,0
213,center,66,21.4,7.0,2.9,5.1,56.3,0.0,0.0,0.0,1.2,1.9,64.8,5.3,0.6,0.7,1.0,0.7,3,0
211,center,46,16.7,7.0,2.7,5.0,54.8,0.0,0.0,0.0,1.5,2.9,53.0,5.6,0.7,0.4,1.1,0.8,6,0
213,center,78,19.0,6.8,3.0,5.7,53.2,0.0,0.0,0.0,0.7,1.3,54.8,5.4,0.4,0.5,0.9,0.6,5,0
213,center,46,13.8,6.6,2.8,6.1,45.5,0.1,0.3,18.8,1.0,1.2,82.5,2.1,0.4,0.1,0.2,0.6,0,0
208,center,14,18.8,6.5,2.4,5.5,42.9,0.0,0.0,0.0,1.8,2.1,83.3,5.1,0.6,0.6,1.0,0.9,0,0
206,center,81,20.8,6.5,2.5,4.2,61.1,0.0,0.0,0.0,1.4,2.5,55.9,7.4,1.1,0.7,0.9,0.8,9,0
203,center,76,18.2,6.4,2.7,5.0,52.7,0.3,0.9,36.2,0.7,1.0,73.7,3.1,2.3,0.3,0.3,1.3,0,0
208,center,81,15.2,6.3,2.4,4.7,50.5,0.0,0.0,0.0,1.6,2.0,76.4,4.7,0.6,0.3,0.6,0.8,1,0
216,center,76,17.4,6.3,2.7,4.7,56.5,0.0,0.1,14.3,0.9,1.3,71.6,4.4,0.4,0.3,0.8,0.9,2,0
213,center,60,11.8,6.1,2.3,4.8,47.6,0.0,0.0,0.0,1.5,1.8,81.5,3.0,0.5,0.2,0.4,0.8,1,0
,center,59,14.6,6.0,2.5,5.3,47.6,0.0,0.0,0.0,0.9,1.1,83.9,4.6,0.5,0.3,0.6,0.9,4,0
188,point-guard,78,36.5,24.0,8.4,17.7,47.1,3.3,7.9,42.4,3.9,4.5,88.5,4.3,8.5,1.6,0.2,3.8,28,4
193,point-guard,46,30.7,21.8,7.5,17.2,43.7,1.5,4.7,31.8,5.3,6.4,82.6,5.7,6.9,1.9,0.2,3.8,11,2
188,point-guard,71,35.2,20.8,7.5,17.4,43.0,1.7,4.8,35.8,4.1,4.8,86.1,3.6,6.1,1.5,0.3,2.7,7,1
188,point-guard,82,35.8,20.7,6.7,15.9,42.4,2.7,6.8,39.4,4.5,5.2,87.1,3.5,5.6,0.8,0.3,2.4,6,0
,point-guard,76,35.1,20.3,7.3,14.4,50.5,1.6,3.9,40.8,4.2,5.5,76.0,3.2,5.9,1.4,0.3,2.8,7,0
191,point-guard,82,36.3,19.3,7.1,16.3,43.3,1.3,3.8,35.1,3.9,4.8,80.5,4.1,8.8,1.8,0.5,3.6,29,2
183,point-guard,62,35.0,19.1,6.5,14.0,46.7,1.3,3.4,36.8,4.8,5.6,85.5,4.3,10.7,2.5,0.1,2.3,39,0
183,point-guard,79,36.2,17.9,5.8,13.7,42.3,2.4,6.3,38.0,4.0,4.9,81.3,4.7,7.4,1.5,0.2,2.5,18,2
188,point-guard,72,33.3,17.9,6.4,15.2,42.2,1.5,4.7,32.5,3.6,4.5,80.2,3.5,4.9,1.0,0.2,2.6,4,0
,point-guard,73,35.8,17.7,6.2,15.7,39.3,1.5,4.5,33.3,3.9,4.6,83.7,4.2,6.1,1.2,0.4,2.3,9,1
183,point-guard,73,33.5,17.2,6.3,14.1,45.0,1.4,4.0,36.1,3.1,3.8,81.5,2.9,6.0,1.5,0.2,2.1,5,0
191,point-guard,79,32.2,16.5,5.8,13.2,43.8,0.9,2.8,32.9,4.0,4.8,84.6,2.6,6.7,1.1,0.2,2.9,13,0
191,point-guard,10,31.1,15.9,5.8,16.4,35.4,1.6,4.7,34.0,2.7,3.2,84.4,3.2,4.3,0.5,0.1,3.4,0,0
191,point-guard,60,30.9,14.9,6.0,13.8,43.8,1.3,3.3,39.5,1.5,1.9,80.4,3.8,1.4,1.1,0.2,1.6,1,0
193,point-guard,34,33.6,14.3,6.0,13.4,44.7,0.9,2.3,39.0,1.5,1.9,81.0,4.2,7.9,1.6,0.4,3.1,9,0
191,point-guard,64,32.2,14.3,5.0,11.2,45.0,1.5,4.2,36.6,2.7,3.4,80.1,2.6,6.1,1.5,0.2,2.2,5,0
196,point-guard,73,26.7,13.9,5.1,11.7,43.6,0.3,1.2,27.3,3.3,4.0,83.6,2.3,2.1,0.7,0.1,1.7,0,0
188,point-guard,80,28.5,13.1,5.0,11.5,44.0,1.0,3.1,33.9,2.0,2.2,89.3,3.9,4.1,1.1,0.1,2.1,2,0
183,point-guard,70,32.3,12.8,4.9,12.8,38.0,1.6,4.8,33.0,1.5,1.6,90.3,3.0,5.7,0.6,0.1,1.9,8,0
185,point-guard,30,33.3,11.7,4.7,11.7,40.3,0.9,3.0,28.9,1.4,2.2,62.7,5.5,9.8,1.3,0.1,3.3,13,1
183,point-guard,80,25.9,11.4,4.1,8.7,46.7,0.9,2.4,37.6,2.4,2.8,85.7,2.4,3.7,1.2,0.2,1.7,1,0
,point-guard,52,21.4,10.5,3.7,9.1,41.0,1.3,3.5,37.8,1.8,2.0,89.5,1.7,1.6,0.3,0.0,1.2,0,0
175,point-guard,44,19.7,10.4,3.7,8.7,42.8,1.3,3.5,37.7,1.6,1.9,83.5,1.8,2.5,0.8,0.1,1.3,0,0
193,point-guard,76,32.0,10.3,3.6,8.1,44.2,1.3,3.4,36.5,1.9,2.3,80.7,3.7,3.5,1.0,0.3,1.2,0,0
188,point-guard,56,31.3,10.2,3.6,8.6,41.4,1.6,4.6,36.1,1.5,1.8,81.4,3.5,2.7,1.4,0.4,1.2,0,0
188,point-guard,81,18.9,10.2,3.8,8.2,46.4,1.7,3.9,42.5,0.9,1.0,89.0,2.1,1.8,0.8,0.1,0.8,0,0
188,point-guard,41,22.2,10.1,3.7,8.9,41.5,1.7,3.9,43.8,1.1,1.4,74.6,2.5,4.9,0.9,0.2,2.3,0,0
185,point-guard,74,24.8,9.7,3.8,9.1,41.7,1.1,3.0,36.9,1.1,1.2,87.6,2.1,4.3,0.7,0.1,2.0,2,0
,point-guard,79,22.5,9.6,3.5,8.3,42.1,1.4,3.7,37.7,1.2,1.4,88.0,2.2,4.1,0.4,0.1,1.6,1,0
188,point-guard,82,32.2,9.5,3.1,8.2,38.1,0.5,1.6,33.1,2.8,3.5,80.2,4.2,8.6,2.3,0.1,2.7,15,2
185,point-guard,72,23.2,9.4,3.4,8.1,42.0,0.9,2.5,36.0,1.7,1.8,94.0,1.9,3.3,0.6,0.1,1.3,0,0
183,point-guard,56,18.8,8.7,3.3,7.7,42.8,0.4,1.1,32.3,1.7,2.2,80.2,1.8,3.9,0.7,0.1,1.8,1,0
196,point-guard,9,20.0,8.1,3.1,7.8,40.0,0.8,2.2,35.0,1.1,1.3,83.3,3.8,1.2,0.4,0.1,1.0,0,0
193,point-guard,54,29.0,8.0,3.1,7.8,40.6,1.3,3.3,39.9,0.4,0.7,52.8,2.9,8.8,0.9,0.1,2.8,15,0
193,point-guard,58,22.6,7.2,2.9,6.7,43.7,0.3,1.1,29.0,1.0,1.6,65.6,2.6,3.2,0.6,0.3,1.0,0,0
191,point-guard,55,27.2,6.9,2.4,6.4,37.7,1.4,3.8,37.6,0.6,0.8,76.7,2.9,5.6,1.0,0.1,1.9,3,1
191,point-guard,15,20.9,6.8,2.4,6.3,38.3,0.5,1.6,33.3,1.5,1.6,91.7,1.9,5.7,0.5,0.1,2.1,1,0
188,point-guard,63,18.9,6.6,2.3,5.3,43.7,0.8,2.3,36.6,1.1,1.4,78.4,1.6,1.7,1.0,0.1,1.0,0,0
188,point-guard,82,24.6,6.4,2.5,6.1,41.4,0.7,2.1,34.5,0.6,0.8,77.9,2.0,3.0,0.9,0.1,1.5,0,0
191,point-guard,45,19.9,6.2,2.5,6.7,37.7,0.5,1.3,37.3,0.7,1.0,74.4,1.8,2.7,0.5,0.2,0.9,1,0
185,point-guard,81,17.6,5.2,1.7,4.5,39.1,1.1,2.8,38.4,0.7,0.9,77.5,1.5,1.4,0.9,0.0,0.6,0,0
188,point-guard,68,13.8,5.0,1.9,3.9,47.5,0.2,0.6,31.6,1.2,1.4,82.3,1.6,1.7,0.5,0.2,0.6,0,0
,point-guard,61,18.7,5.0,2.1,5.4,38.5,0.6,1.8,34.3,0.3,0.4,65.4,1.6,2.9,0.5,0.1,1.1,0,0
191,point-guard,58,16.9,4.9,1.8,4.0,45.9,0.2,0.4,52.4,1.0,1.3,77.9,2.2,3.4,0.6,0.2,1.1,0,0
191,point-guard,41,15.7,4.9,1.9,4.3,43.8,0.5,1.0,45.2,0.6,0.7,83.3,1.4,2.8,0.6,0.1,1.1,1,0
191,point-guard,72,17.7,4.7,1.7,4.1,41.2,0.8,2.2,36.8,0.5,0.7,79.2,1.7,2.6,0.5,0.1,0.8,3,0
,point-guard,29,8.3,4.7,1.8,4.1,44.1,0.8,2.1,40.0,0.3,0.4,72.7,0.7,1.8,0.5,0.0,0.9,0,0
198,point-guard,63,10.5,4.0,1.2,3.8,32.1,0.5,1.6,29.4,1.1,1.4,75.6,1.3,1.1,0.4,0.3,0.8,0,0
188,point-guard,51,13.2,4.0,1.4,3.7,38.4,0.6,2.0,30.4,0.5,0.7,73.5,1.7,1.3,0.4,0.1,0.7,0,0
191,point-guard,23,11.7,3.9,1.3,4.0,34.1,0.1,0.5,25.0,1.0,1.3,80.0,0.7,1.6,0.5,0.0,1.3,1,0
196,shooting-guard,73,38.0,25.4,7.5,16.5,45.6,2.4,6.6,36.6,7.9,9.1,86.6,4.7,6.1,1.6,0.4,3.6,14,1
175,shooting-guard,72,34.7,20.3,6.9,15.2,45.3,1.8,5.1,34.9,4.8,5.7,85.0,2.9,6.3,1.3,0.1,3.0,7,1
201,shooting-guard,68,32.0,19.1,6.5,15.0,43.0,1.7,4.4,38.7,4.5,5.0,89.1,3.0,1.8,1.0,0.1,1.6,1,0
193,shooting-guard,54,32.9,19.0,7.7,14.1,54.5,0.2,0.6,28.1,3.5,4.8,73.3,4.5,4.7,1.5,0.5,3.0,4,0
191,shooting-guard,82,36.9,19.0,7.0,15.6,45.1,0.8,2.5,33.0,4.1,5.2,78.8,3.6,5.7,1.7,0.3,3.2,6,0
196,shooting-guard,69,30.3,18.6,6.1,14.7,41.6,2.3,6.5,36.1,4.0,4.7,86.6,2.3,3.2,0.9,0.2,2.0,2,0
198,shooting-guard,81,35.4,18.4,6.9,15.5,44.4,2.8,6.6,41.7,1.8,2.3,79.5,3.1,2.2,0.9,0.5,1.7,1,0
196,shooting-guard,73,35.0,18.2,6.4,13.8,45.9,1.8,4.1,42.7,3.8,4.6,81.5,3.6,3.4,0.5,0.0,2.0,1,0
201,shooting-guard,64,28.3,17.9,6.0,13.9,43.5,2.1,5.5,38.6,3.7,4.5,82.5,2.6,1.5,0.7,0.2,1.5,0,0
185,shooting-guard,43,32.9,17.7,6.2,12.9,47.7,1.2,3.3,35.7,4.3,5.5,77.2,4.7,5.5,1.6,0.3,3.3,4,0
180,shooting-guard,62,35.8,17.6,5.6,13.0,43.1,1.2,3.3,35.6,5.2,6.5,79.8,3.5,8.8,1.6,0.2,3.2,23,0
193,shooting-guard,73,34.7,17.1,6.6,15.7,41.9,1.9,4.7,40.2,2.0,2.6,78.8,3.7,3.3,1.0,0.2,1.8,1,0
188,shooting-guard,68,29.4,16.7,6.7,13.4,49.9,0.4,1.0,37.3,2.9,3.6,81.1,2.3,5.7,0.5,0.1,2.2,2,0
196,shooting-guard,70,34.5,16.7,6.1,15.1,40.5,0.8,3.0,26.4,3.7,5.2,70.3,6.2,6.3,1.9,0.6,3.5,16,2
196,shooting-guard,82,33.9,16.4,5.4,12.3,44.1,2.5,6.2,39.3,3.1,3.7,83.7,3.5,2.4,0.9,0.2,1.3,1,0
191,shooting-guard,70,29.6,15.9,6.1,14.2,43.3,1.3,3.6,36.8,2.3,3.4,68.5,2.8,3.0,0.9,0.2,2.2,1,0
198,shooting-guard,82,28.4,15.8,5.5,12.3,44.5,2.5,6.2,40.0,2.4,2.8,84.8,3.4,1.5,0.9,0.5,1.8,0,0
201,shooting-guard,79,32.6,15.8,5.8,12.9,45.4,2.1,5.1,40.1,2.0,2.5,81.5,3.4,2.7,0.6,0.1,1.5,0,0
193,shooting-guard,77,33.2,15.7,5.4,11.6,46.3,2.1,5.2,40.1,2.9,3.4,85.7,2.5,1.8,1.4,0.1,1.4,0,0
185,shooting-guard,80,34.1,15.5,5.3,14.2,37.3,1.9,5.7,33.7,3.0,4.0,75.1,3.1,7.6,1.3,0.1,2.7,18,0
191,shooting-guard,64,32.1,15.4,5.6,12.8,43.6,1.6,4.0,39.1,2.7,3.5,78.5,2.6,3.3,1.2,0.2,2.1,0,0
,shooting-guard,35,28.2,15.2,5.2,11.4,45.5,2.1,5.3,39.5,2.8,3.0,91.5,2.1,2.2,0.8,0.1,1.2,0,0
,shooting-guard,74,32.7,14.5,5.4,12.9,41.5,2.6,6.5,39.4,1.2,1.9,65.2,4.0,3.0,0.9,0.3,1.5,1,0
198,shooting-guard,72,28.2,14.5,5.4,12.5,43.6,0.3,1.3,22.1,3.3,4.3,77.1,4.7,5.0,1.2,0.3,2.4,10,1
,shooting-guard,77,32.0,14.0,5.2,12.1,43.3,0.5,1.5,34.8,3.1,4.0,76.1,4.0,2.6,0.7,0.4,1.5,0,0
198,shooting-guard,81,30.3,14.0,5.4,12.6,42.5,0.6,1.9,32.1,2.6,3.2,81.3,5.0,3.2,0.8,0.1,2.3,9,0
198,shooting-guard,78,28.1,14.0,4.9,10.7,45.7,0.6,1.8,35.0,3.6,4.8,74.8,3.3,2.7,0.9,0.2,1.9,0,0
198,shooting-guard,78,35.3,13.8,5.5,11.2,49.1,1.1,3.1,35.2,1.8,2.5,71.1,7.2,4.6,0.7,0.1,2.7,20,5
191,shooting-guard,80,31.1,13.8,4.9,11.7,41.9,0.9,2.8,32.7,3.1,4.0,78.0,4.1,4.1,1.6,0.5,3.2,7,1
193,shooting-guard,81,30.7,13.2,4.5,10.8,41.3,2.3,6.1,38.0,1.9,2.3,84.9,2.9,3.5,0.8,0.5,1.8,4,0
180,shooting-guard,71,27.3,13.1,4.2,10.1,41.5,1.9,4.7,40.1,2.8,3.2,88.5,1.8,4.4,0.7,0.0,1.8,2,0
198,shooting-guard,72,24.5,13.0,4.8,11.2,42.7,0.6,2.6,21.3,2.9,4.5,64.1,3.2,3.0,1.1,0.2,2.8,1,1
191,shooting-guard,71,28.9,12.5,4.2,9.3,44.6,1.2,3.2,35.8,3.1,3.7,82.3,2.6,4.1,1.0,0.4,2.5,3,1
,shooting-guard,68,22.8,12.3,4.3,9.2,46.9,1.3,3.8,34.9,2.4,2.8,85.1,3.0,4.3,1.0,0.3,2.0,1,0
191,shooting-guard,83,26.7,12.3,4.0,9.3,42.9,0.4,1.5,28.2,3.9,4.9,80.7,2.4,4.1,0.6,0.1,1.8,3,0
183,shooting-guard,68,32.0,12.1,4.3,11.0,39.4,2.0,5.8,34.8,1.4,1.6,85.7,3.4,7.0,0.8,0.1,2.4,6,0
201,shooting-guard,71,33.9,12.0,4.1,8.6,47.5,2.6,5.5,47.2,1.2,1.3,92.6,4.0,2.9,1.0,0.3,1.4,0,0
198,shooting-guard,81,24.4,11.9,4.1,10.0,40.7,1.8,4.6,39.4,2.0,2.4,82.1,3.5,2.6,0.8,0.4,1.3,1,0
196,shooting-guard,52,25.9,11.7,4.3,10.6,40.7,1.6,4.4,37.0,1.5,1.7,86.4,2.4,2.2,0.5,0.3,1.8,0,0
