HT,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT,REB,AST,STL,BLK,TO,DD2,TD3
206,power-forward,63,20.4,7.7,3.2,6.4,49.5,0.0,0.0,0.0,1.3,2.1,62.2,5.3,0.7,0.4,1.3,1.0,4,0
203,power-forward,64,23.2,7.7,3.5,8.0,44.0,0.0,0.0,0.0,0.6,0.9,70.2,4.5,0.8,0.4,0.6,0.8,1,0
206,power-forward,63,19.5,7.4,2.8,6.9,39.9,0.7,2.0,34.7,1.2,1.7,71.7,4.4,1.0,0.7,0.7,1.1,1,0
206,power-forward,64,24.3,7.1,3.1,5.3,57.6,0.0,0.1,40.0,0.9,1.3,69.0,6.4,1.2,0.5,1.1,1.5,8,0
206,power-forward,65,20.6,7.1,2.6,6.3,40.3,0.8,2.6,31.5,1.1,1.7,68.5,3.5,1.0,0.6,0.3,1.0,0,0
208,power-forward,49,16.1,6.9,2.9,4.8,61.8,0.0,0.0,0.0,1.1,1.7,63.4,3.6,0.3,0.4,1.3,0.4,0,0
,power-forward,58,18.9,6.8,3.0,6.1,49.3,0.0,0.0,100.0,0.7,1.1,70.5,3.6,0.8,0.3,0.4,0.7,0,0
211,center,55,36.3,21.7,8.8,17.1,51.2,0.0,0.2,18.2,4.1,5.0,81.4,8.0,2.4,0.9,0.8,2.0,13,0
208,center,54,38.3,20.6,7.7,13.4,57.3,0.0,0.1,0.0,5.2,10.6,49.1,14.5,1.9,1.5,2.1,3.2,43,0
208,center,61,34.0,19.2,8.5,17.2,49.2,0.0,0.1,25.0,2.2,2.9,77.4,9.6,2.2,0.8,1.7,1.0,31,0
213,center,60,35.2,18.7,7.4,13.3,55.8,0.0,0.1,20.0,3.9,5.6,69.2,11.8,1.4,0.5,1.9,2.5,37,0
208,center,64,30.5,18.1,7.0,15.6,44.8,0.0,0.2,14.3,4.1,5.8,70.2,11.0,1.6,1.5,1.2,2.7,36,0
211,center,58,28.2,15.4,6.2,12.6,49.3,0.0,0.1,0.0,3.0,4.3,69.5,9.0,2.3,0.7,1.5,1.7,22,0
211,center,66,32.0,15.4,6.5,11.7,55.5,0.0,0.0,0.0,2.5,3.8,64.9,10.0,0.9,0.7,1.5,1.4,31,0
211,center,66,31.5,15.4,6.2,11.8,52.1,0.0,0.0,0.0,3.0,4.1,73.9,9.7,2.3,1.3,0.7,2.4,30,0
211,center,65,36.5,14.6,5.5,11.4,48.2,0.0,0.2,8.3,3.6,4.9,74.8,8.9,3.1,1.0,1.9,1.9,24,0
218,center,65,29.8,12.8,5.1,10.3,49.7,0.0,0.0,0.0,2.6,3.7,71.1,8.8,1.7,0.5,2.0,2.0,21,0
213,center,61,25.2,11.3,5.0,9.0,55.6,0.0,0.0,0.0,1.3,2.7,46.1,7.8,0.5,0.6,2.2,1.4,15,0
213,center,62,33.2,11.3,3.9,5.7,67.9,0.0,0.0,0.0,3.5,5.1,68.9,9.9,0.9,0.9,1.4,1.6,20,0
211,center,64,30.4,10.2,3.9,7.7,50.8,0.0,0.0,0.0,2.4,3.2,74.8,9.8,2.5,0.6,1.4,1.4,24,1
201,center,64,21.3,9.5,4.2,7.9,53.4,0.0,0.0,0.0,1.1,1.9,61.3,5.5,1.2,0.9,0.2,1.4,8,0
,center,65,22.5,9.3,3.9,9.1,42.5,0.2,0.8,23.5,1.4,1.7,82.1,5.0,0.9,0.3,0.8,1.1,6,0
211,center,59,19.0,9.3,3.6,5.8,61.8,0.0,0.0,0.0,2.1,3.1,69.1,5.2,1.1,0.4,0.8,1.5,2,0
,center,54,23.0,8.4,3.4,7.3,46.7,0.0,0.0,0.0,1.6,2.5,64.2,6.2,0.8,0.6,0.6,1.3,9,0
206,center,60,23.7,8.2,3.2,7.4,43.9,0.0,0.0,0.0,1.8,3.2,55.2,6.5,0.5,0.5,1.0,1.4,9,0
,center,57,20.6,7.9,3.6,6.7,53.1,0.0,0.0,0.0,0.8,1.2,67.1,4.9,0.6,0.3,1.3,1.2,5,0
211,center,58,28.3,7.8,2.9,5.8,49.9,0.0,0.0,0.0,2.0,2.7,74.1,7.9,1.4,0.9,0.5,1.4,11,0
211,center,65,22.2,7.5,3.1,6.1,50.6,0.0,0.0,0.0,1.4,1.7,79.6,7.0,0.5,0.6,1.7,1.3,10,0
211,center,66,27.2,7.4,3.1,4.9,63.2,0.0,0.0,0.0,1.1,2.1,52.5,8.3,0.3,0.5,2.0,1.1,8,0
208,center,65,20.4,6.6,2.4,5.4,44.0,1.6,3.8,42.0,0.2,0.3,76.2,3.3,0.9,0.2,0.3,0.2,1,0
203,center,57,25.0,6.4,2.7,6.2,44.4,0.5,1.7,31.3,0.4,0.6,62.9,4.9,3.6,0.6,0.4,2.0,3,0
206,center,66,23.2,6.3,2.6,5.1,51.3,0.0,0.0,0.0,1.1,1.6,67.0,6.6,0.9,0.6,1.0,1.0,5,0
211,center,61,18.7,5.8,2.1,3.9,54.6,0.0,0.0,0.0,1.5,2.4,63.9,4.7,0.2,0.6,0.5,0.8,0,0
,center,51,15.9,5.5,2.6,5.7,45.0,0.1,0.2,37.5,0.4,0.7,52.9,4.8,0.6,0.4,0.7,0.6,2,0
216,center,64,14.0,5.4,1.9,4.2,46.1,0.0,0.0,0.0,1.6,2.2,71.4,3.3,0.3,0.3,0.9,0.7,0,0
213,center,54,21.2,5.2,2.2,4.2,51.8,0.0,0.0,0.0,0.8,1.8,46.9,6.0,0.4,0.4,1.0,0.9,2,0
,center,63,23.1,5.2,2.0,4.4,46.4,0.0,0.0,0.0,1.1,2.3,48.3,5.8,0.4,0.3,1.8,1.1,5,0
208,center,65,26.8,5.1,2.0,4.0,48.9,0.0,0.0,0.0,1.1,1.7,65.2,6.6,1.2,0.4,1.1,1.8,2,0
211,center,59,22.9,4.9,2.2,4.9,44.6,0.0,0.1,40.0,0.5,1.1,45.3,9.0,1.8,0.8,1.4,1.0,7,0
,center,58,22.0,4.6,1.7,3.5,47.8,0.0,0.0,0.0,1.3,1.8,73.1,6.0,0.6,0.8,0.7,1.1,3,0
208,center,66,13.2,4.6,1.8,3.6,49.6,0.0,0.0,0.0,1.1,1.6,66.7,4.2,0.1,0.3,0.3,0.8,1,0
,center,59,15.6,4.2,1.8,4.4,41.9,0.0,0.0,100.0,0.5,0.6,83.8,3.8,0.8,0.4,0.4,0.6,0,0
213,center,49,16.6,3.9,1.7,3.3,51.6,0.0,0.0,0.0,0.5,1.0,53.2,5.7,0.6,0.4,0.3,1.0,2,0
206,center,64,21.1,3.4,1.3,2.4,55.9,0.0,0.0,0.0,0.8,1.1,69.0,3.9,0.1,0.6,1.3,0.7,0,0
,center,66,14.7,3.1,1.2,2.4,50.6,0.0,0.0,0.0,0.7,1.6,45.6,5.3,0.5,0.5,1.0,1.0,0,0
211,center,55,13.9,2.9,1.2,2.2,54.5,0.0,0.0,0.0,0.5,0.7,70.7,3.2,0.5,0.7,1.5,0.6,0,0
208,center,63,11.0,2.7,1.3,2.7,46.7,0.0,0.0,0.0,0.2,0.4,56.5,2.7,0.2,0.3,0.6,0.4,0,0
203,center,56,13.8,1.9,0.6,1.3,47.2,0.0,0.0,0.0,0.6,1.3,50.7,4.8,0.3,0.6,0.1,0.8,1,0
193,point-guard,32,36.5,22.6,7.9,19.3,41.1,2.0,5.7,34.8,4.8,6.5,73.9,4.2,7.2,1.3,0.3,3.7,5,1
191,point-guard,78,36.8,20.8,8.6,17.6,48.9,0.2,0.8,26.7,3.3,4.3,76.6,3.8,6.0,0.7,0.3,2.8,6,0
191,point-guard,73,34.1,19.5,5.5,13.2,41.8,2.2,5.6,38.6,6.4,7.0,91.0,3.1,5.6,1.1,0.1,2.4,4,0
,point-guard,45,38.0,18.7,7.0,14.2,49.3,1.2,2.8,40.9,3.6,4.2,84.7,4.2,10.7,2.1,0.2,2.5,23,1
191,point-guard,76,36.9,18.7,6.5,13.9,46.9,1.3,3.4,37.1,4.4,5.5,80.1,4.0,10.5,1.3,0.2,3.3,44,0
188,point-guard,80,36.2,17.5,6.6,14.3,46.2,2.1,4.8,43.7,2.2,2.5,88.5,4.5,5.9,1.9,0.2,3.1,12,1
196,point-guard,73,34.2,16.6,6.2,15.2,40.5,0.2,1.1,22.8,4.1,4.9,83.3,3.8,4.8,1.4,0.2,2.2,5,0
191,point-guard,81,32.8,16.5,6.2,12.2,50.7,1.5,3.6,42.6,2.6,2.8,93.8,3.3,11.0,0.5,0.1,3.6,49,0
193,point-guard,82,34.3,16.1,5.9,14.1,41.8,0.3,1.3,22.1,4.0,5.1,78.0,4.9,8.0,1.3,0.4,3.3,24,1
185,point-guard,69,34.2,15.8,5.5,12.4,44.2,2.3,5.4,42.9,2.6,2.9,89.4,3.0,5.3,1.0,0.3,2.5,5,0
191,point-guard,75,33.6,15.3,5.5,13.5,40.6,1.1,3.9,27.7,3.2,3.9,82.1,3.5,8.0,1.7,0.6,2.8,18,1
191,point-guard,82,30.5,14.0,4.9,11.1,44.5,0.2,1.0,20.0,3.9,4.8,82.1,3.2,5.4,1.1,0.1,2.1,9,0
185,point-guard,81,36.6,13.7,5.7,11.2,50.8,0.2,1.0,21.3,2.2,3.5,62.1,4.4,9.8,2.3,0.1,3.0,40,2
183,point-guard,81,28.9,13.5,4.9,11.8,41.7,1.0,2.7,35.8,2.8,3.3,82.6,2.4,4.4,1.0,0.0,2.9,0,0
191,point-guard,79,31.4,12.9,5.3,10.6,49.3,0.9,2.5,37.7,1.5,1.8,83.7,2.8,4.7,1.1,0.1,1.7,6,1
,point-guard,76,27.8,12.4,4.9,10.4,47.7,0.6,1.5,40.0,1.9,2.3,85.1,2.5,5.7,1.0,0.1,2.7,14,1
193,point-guard,78,29.2,12.4,4.5,9.5,47.8,1.0,2.4,39.9,2.3,3.0,77.2,2.6,2.9,0.9,0.3,1.3,1,0
183,point-guard,80,32.1,12.0,4.6,10.4,44.5,1.0,2.7,38.7,1.7,2.3,74.3,2.4,5.3,1.4,0.2,2.1,4,0
188,point-guard,82,21.5,10.4,4.0,8.4,47.8,0.8,2.2,38.1,1.5,1.7,90.7,1.7,4.0,0.7,0.1,1.3,3,0
193,point-guard,80,36.0,10.3,3.6,8.4,42.3,2.2,5.2,42.5,1.0,1.2,80.8,5.6,9.1,1.8,0.4,2.4,26,2
183,point-guard,47,25.3,10.3,4.0,8.9,44.5,0.2,1.1,16.0,2.2,2.9,77.0,3.2,3.8,0.9,0.2,1.9,2,0
188,point-guard,65,27.5,10.3,3.8,8.1,46.8,0.7,2.2,31.0,2.0,2.6,77.1,2.6,2.8,1.6,0.1,1.1,0,0
175,point-guard,56,19.9,10.1,3.8,8.8,43.6,1.6,4.0,39.0,0.9,1.2,74.6,2.0,2.9,0.9,0.1,1.3,0,0
183,point-guard,63,26.5,10.0,3.8,8.5,44.4,0.2,0.9,21.8,2.3,2.8,79.8,2.3,4.5,0.9,0.1,1.8,1,0
185,point-guard,80,27.4,9.1,3.4,8.1,41.6,1.6,4.1,38.9,0.9,1.0,86.1,2.3,3.9,0.8,0.0,1.1,0,0
183,point-guard,68,24.3,9.1,2.7,6.8,39.7,0.5,2.0,27.2,3.2,3.8,82.7,3.6,4.5,0.9,0.1,1.7,2,0
188,point-guard,56,19.4,8.6,3.2,7.0,45.8,1.2,3.1,38.9,1.0,1.2,80.9,1.9,2.0,0.8,0.1,1.0,0,0
188,point-guard,52,27.3,8.2,3.0,8.6,34.8,1.1,3.2,34.5,1.1,1.6,72.8,2.5,3.4,1.0,0.2,1.8,1,1
193,point-guard,82,20.7,8.1,3.1,7.2,42.7,0.8,2.3,32.8,1.2,1.5,81.8,2.2,1.3,0.7,0.4,0.8,1,0
193,point-guard,73,24.2,8.0,3.2,7.1,44.2,0.8,2.2,39.0,0.9,1.2,75.6,2.6,3.8,1.1,0.2,2.1,2,0
,point-guard,80,18.0,7.9,2.8,6.1,45.2,0.9,2.4,39.4,1.5,2.0,73.6,2.1,3.0,0.6,0.1,1.6,1,0
185,point-guard,79,29.4,7.8,2.8,6.6,42.6,0.7,2.3,28.8,1.5,2.1,71.0,3.0,5.1,1.3,0.2,2.2,2,0
191,point-guard,47,17.3,7.6,2.9,6.6,43.7,0.8,2.2,35.2,1.0,1.2,82.8,1.7,1.5,0.4,0.2,1.1,0,0
185,point-guard,82,27.2,7.5,2.6,6.8,38.0,1.0,2.7,34.8,1.4,1.6,85.6,2.1,2.5,1.1,0.1,1.0,0,0
185,point-guard,67,30.9,7.4,2.5,6.7,37.3,1.3,3.9,34.9,1.0,1.4,71.6,2.7,5.6,0.9,0.0,1.6,2,0
191,point-guard,80,27.0,7.3,2.7,6.5,41.6,1.5,3.7,39.5,0.5,0.6,75.0,2.3,4.8,0.7,0.1,1.6,4,1
188,point-guard,56,15.4,7.3,2.6,6.3,41.0,1.1,3.1,34.5,1.1,1.3,80.0,1.6,1.9,0.6,0.1,1.1,0,0
188,point-guard,82,18.0,7.2,2.7,6.3,43.5,1.0,2.8,37.6,0.7,1.0,67.1,1.6,1.5,0.6,0.1,0.9,0,0
183,point-guard,56,12.5,7.1,2.8,5.3,51.8,0.8,2.0,40.9,0.8,0.9,80.8,1.4,1.3,0.5,0.2,1.0,0,0
,point-guard,53,18.3,6.9,2.4,6.1,39.8,1.1,3.0,37.6,0.9,1.2,77.0,1.0,2.5,0.6,0.0,1.1,0,0
165,point-guard,67,16.7,6.6,2.6,6.0,42.7,0.3,0.9,31.7,1.1,1.3,86.5,1.1,2.6,0.4,0.0,1.0,0,0
188,point-guard,72,22.0,6.1,2.5,5.2,47.5,0.1,0.3,28.0,1.1,1.3,84.4,1.8,3.1,0.5,0.1,0.8,1,0
185,point-guard,82,20.8,6.0,2.3,5.2,44.4,1.0,2.7,38.0,0.4,0.5,75.6,1.5,3.6,0.6,0.0,1.1,1,0
185,point-guard,63,13.2,5.5,2.1,6.0,34.6,0.6,2.2,27.5,0.7,0.7,93.3,1.2,1.4,0.5,0.0,0.8,0,0
188,point-guard,22,11.1,5.0,1.8,3.3,53.4,0.3,1.1,29.2,1.1,1.3,82.8,1.0,1.2,0.5,0.1,0.9,0,0
183,point-guard,43,15.3,4.8,1.9,4.7,41.3,0.3,1.3,23.2,0.7,0.9,78.4,1.0,2.9,0.6,0.1,1.2,0,0
188,point-guard,45,11.5,4.8,2.0,5.3,37.1,0.6,2.2,26.5,0.3,0.3,86.7,0.8,2.0,0.3,0.0,1.0,0,0
191,point-guard,81,15.7,4.7,1.9,4.5,41.8,0.3,0.9,31.0,0.6,0.9,72.2,1.6,3.3,0.5,0.1,1.0,3,0
188,point-guard,4,11.5,4.5,1.5,5.0,30.0,0.5,1.5,33.3,1.0,2.0,50.0,0.8,1.3,0.8,0.0,1.3,0,0
191,point-guard,26,9.0,4.3,1.3,2.9,46.7,0.2,0.6,31.3,1.5,1.9,77.6,0.7,1.0,0.4,0.0,0.7,0,0
193,shooting-guard,77,36.3,26.6,9.3,19.6,47.6,0.9,3.2,30.0,6.9,9.1,76.1,4.8,6.5,1.8,1.1,3.3,17,0
191,shooting-guard,64,41.4,25.5,9.9,22.0,44.9,1.2,3.6,33.8,4.6,6.1,75.3,4.0,5.3,2.2,0.4,3.8,6,0
198,shooting-guard,65,37.2,21.5,7.6,16.0,47.3,1.1,3.4,33.0,5.3,6.8,78.0,4.4,4.7,0.9,0.2,2.0,1,0
201,shooting-guard,76,38.0,21.3,8.4,18.2,45.8,1.7,4.6,36.9,2.9,3.5,81.8,4.6,4.9,1.1,0.1,1.9,4,0
201,shooting-guard,46,35.5,20.6,6.3,15.1,41.7,1.5,4.6,33.3,6.5,7.4,87.6,3.6,2.4,1.0,0.1,2.0,1,0
198,shooting-guard,72,37.2,20.1,7.4,16.2,45.8,0.5,2.0,25.5,4.8,6.5,74.8,5.3,5.8,1.5,0.4,3.0,13,1
183,shooting-guard,82,35.6,19.6,7.0,16.2,43.2,2.5,6.4,39.8,3.0,3.6,82.2,2.6,5.3,0.8,0.2,2.8,6,0
198,shooting-guard,46,33.7,18.1,6.4,15.6,40.9,0.9,3.0,29.7,4.4,5.2,84.6,2.7,4.4,0.7,0.1,2.5,2,0
196,shooting-guard,79,31.1,18.0,6.3,14.0,44.9,2.1,5.4,38.2,3.4,4.0,85.7,2.5,3.0,0.8,0.2,1.7,0,0
196,shooting-guard,82,38.0,17.5,6.6,14.4,45.8,1.7,4.3,38.3,2.6,3.2,80.9,3.8,3.0,1.2,0.2,2.1,0,0
,shooting-guard,64,34.7,16.9,5.6,13.8,40.3,0.9,3.4,27.6,4.8,6.0,79.8,3.2,6.6,1.2,0.3,2.8,6,0
191,shooting-guard,62,36.0,16.9,5.7,12.6,44.9,1.9,5.2,37.1,3.6,4.8,74.2,2.6,3.0,1.1,0.2,2.3,0,0
188,shooting-guard,77,33.0,16.6,5.9,13.5,43.8,1.8,4.8,36.5,3.0,3.5,86.6,1.8,3.8,1.2,0.2,1.4,1,0
198,shooting-guard,75,30.8,16.6,5.8,13.5,42.8,1.6,4.3,36.7,3.4,4.1,84.0,3.9,3.1,0.7,0.2,1.4,1,0
,shooting-guard,75,28.7,16.5,5.3,12.0,44.1,1.8,4.7,37.7,4.1,4.7,87.0,3.8,4.9,1.4,0.3,2.1,3,0
196,shooting-guard,80,35.2,16.3,5.8,12.2,47.7,1.8,5.0,36.3,2.9,3.2,91.3,3.2,2.6,0.8,0.3,1.6,0,0
188,shooting-guard,56,30.9,16.0,6.2,12.8,48.7,0.2,0.6,29.4,3.3,4.4,75.6,2.4,5.7,0.5,0.1,2.7,3,0
198,shooting-guard,79,31.5,15.7,6.0,12.6,47.4,2.0,5.1,39.3,1.7,2.3,73.9,5.1,1.8,0.8,0.4,1.2,3,0
185,shooting-guard,82,32.6,15.5,5.5,14.8,37.1,1.8,4.7,37.4,2.7,3.3,81.7,3.4,5.7,1.3,0.2,2.4,2,0
,shooting-guard,75,27.7,15.4,5.7,13.8,41.4,2.1,6.2,33.8,1.9,2.7,70.6,3.1,2.4,1.3,0.3,1.9,0,0
,shooting-guard,73,25.6,14.5,5.5,12.1,45.1,1.6,4.3,37.4,2.0,2.4,81.4,2.9,1.6,0.8,0.2,1.0,0,0
188,shooting-guard,64,29.9,14.0,5.0,10.6,47.0,1.1,3.2,34.0,3.0,3.6,82.4,2.9,4.2,1.3,0.2,1.7,2,0
191,shooting-guard,62,27.9,13.8,4.7,11.3,41.6,1.2,3.8,32.1,3.2,3.7,86.1,1.9,2.7,0.8,0.1,1.9,0,0
183,shooting-guard,28,30.9,13.8,4.9,11.3,43.0,0.3,0.9,36.0,3.7,4.7,79.4,2.8,4.0,0.7,0.1,2.3,0,0
196,shooting-guard,69,29.2,13.0,4.8,10.2,46.8,2.0,4.4,45.6,1.5,1.7,88.6,3.8,1.5,0.9,0.2,1.2,3,0
183,shooting-guard,65,28.6,12.6,4.9,10.9,44.9,1.3,3.5,38.1,1.5,1.8,84.5,3.0,5.4,0.7,0.0,2.1,4,0
,shooting-guard,71,33.5,12.5,4.8,10.9,43.6,1.1,3.2,33.8,1.9,2.2,86.9,3.5,1.7,1.3,0.3,1.1,0,0
,shooting-guard,80,33.0,12.1,4.9,10.6,45.9,0.8,2.0,38.5,1.7,2.2,76.3,3.6,5.6,1.5,0.3,2.1,5,0
201,shooting-guard,75,31.8,12.0,5.3,10.4,50.8,0.0,0.3,15.8,1.4,1.9,75.5,6.4,1.4,0.9,0.8,1.3,6,0
198,shooting-guard,18,27.3,11.9,4.2,11.8,35.2,1.0,3.3,30.0,2.6,3.7,71.2,3.0,2.2,1.1,0.1,0.8,0,0
196,shooting-guard,6,30.0,11.8,4.7,10.2,45.9,2.0,4.5,44.4,0.5,0.5,100.0,3.8,2.2,0.7,0.3,0.8,0,0
191,shooting-guard,82,27.4,11.4,3.9,8.2,48.1,1.0,2.4,41.2,2.5,2.9,84.2,2.7,5.0,0.7,0.1,2.0,2,0
198,shooting-guard,75,30.4,11.0,4.0,9.8,40.8,1.8,4.9,36.7,1.2,1.6,78.2,5.3,2.7,1.1,0.3,1.6,4,0
193,shooting-guard,74,33.5,10.9,4.2,10.2,40.9,1.4,3.8,37.1,1.1,1.5,75.2,3.5,4.5,1.1,0.3,1.5,1,0
203,shooting-guard,54,33.4,10.9,4.0,8.0,50.1,1.5,3.2,48.0,1.3,1.6,82.4,6.2,3.9,0.7,0.2,2.1,3,0
,shooting-guard,68,26.7,10.3,4.0,8.4,48.2,1.0,2.5,39.8,1.2,1.5,79.8,2.1,5.9,0.7,0.1,1.5,3,0
198,shooting-guard,76,24.9,10.2,3.8,8.2,46.1,0.1,0.4,12.5,2.6,3.4,77.0,3.0,2.0,0.5,0.5,1.7,1,0
193,shooting-guard,70,23.8,10.1,3.7,8.8,41.4,0.9,2.6,34.6,1.8,2.1,89.0,1.9,3.3,0.5,0.1,1.3,2,0
193,shooting-guard,75,22.3,9.9,3.6,9.1,39.2,0.9,2.9,31.2,1.9,2.6,72.7,2.4,1.8,0.6,0.2,1.2,0,0
191,shooting-guard,67,22.2,9.9,3.4,8.3,41.0,1.1,3.5,31.8,2.0,2.4,84.2,3.5,1.5,0.6,0.2,1.1,0,0
196,shooting-guard,76,22.9,9.9,3.1,7.6,40.3,1.2,3.3,37.5,2.6,3.2,80.8,3.2,1.8,1.1,0.3,1.4,0,0
,shooting-guard,63,23.8,9.9,3.8,8.9,42.9,1.2,3.4,34.1,1.0,1.5,69.5,2.7,1.7,0.9,0.3,1.3,0,0
,shooting-guard,67,25.8,9.8,3.8,8.6,44.5,0.2,0.8,25.9,2.0,2.3,84.7,3.0,1.4,0.8,0.3,1.4,2,0
,shooting-guard,82,22.0,9.6,3.0,6.7,43.9,1.4,3.3,40.5,2.3,2.7,86.0,1.9,1.9,0.3,0.0,0.8,0,0
191,shooting-guard,44,17.9,9.5,3.5,8.3,42.5,1.0,3.1,32.4,1.5,1.7,87.7,1.6,1.5,0.5,0.3,1.0,0,0
196,shooting-guard,82,24.7,9.4,3.3,6.9,48.3,0.8,2.0,38.2,2.0,2.4,82.9,2.3,1.5,0.8,0.2,1.1,0,0
,shooting-guard,45,24.8,9.1,3.0,8.6,35.5,1.0,3.1,30.9,2.1,2.5,83.2,3.2,3.0,1.2,0.3,1.7,2,0
196,shooting-guard,82,27.2,8.8,3.3,7.1,46.5,1.3,3.0,43.4,0.9,1.2,73.5,3.1,1.7,0.6,0.4,0.9,1,0
193,shooting-guard,60,25.0,8.8,3.2,7.3,44.5,0.4,1.3,32.5,1.9,2.4,81.0,2.8,3.3,0.9,0.5,1.5,1,0
193,shooting-guard,73,21.3,8.7,3.4,7.4,45.7,0.6,1.9,34.6,1.3,1.6,83.3,1.8,2.1,0.4,0.2,0.9,0,0
206,small-forward,76,39.0,29.7,10.1,20.1,50.3,1.7,5.1,33.3,7.8,10.2,76.7,7.3,8.6,1.6,1.0,3.4,31,4
198,small-forward,73,38.8,27.0,9.8,21.5,45.6,1.4,4.1,32.9,6.0,7.4,81.1,5.4,5.0,1.5,0.3,3.2,7,0
206,small-forward,62,36.7,24.1,7.9,18.4,42.8,2.5,7.1,36.1,5.9,6.9,84.8,5.5,2.8,1.5,0.8,2.5,3,0
,small-forward,81,38.6,20.6,7.4,17.5,42.3,1.6,4.9,32.8,4.2,5.4,77.9,5.0,3.7,1.6,0.5,3.2,3,0
198,small-forward,70,29.7,19.8,6.5,12.7,51.6,0.2,0.7,26.0,6.6,7.9,83.5,5.3,2.5,0.7,0.1,2.4,5,0
203,small-forward,80,39.7,19.6,7.5,16.1,46.6,0.8,2.5,32.7,3.8,5.0,75.3,5.9,1.9,1.5,0.8,2.1,8,0
201,small-forward,71,34.0,18.3,5.8,12.2,47.2,1.5,3.7,41.4,5.2,6.1,85.2,4.4,3.1,1.2,0.4,2.3,1,0
,small-forward,76,41.0,18.2,6.0,12.4,48.4,0.7,1.8,37.1,5.6,7.2,77.6,10.0,2.1,1.5,1.1,2.3,33,0
201,small-forward,74,37.6,16.3,6.1,14.2,42.8,0.6,2.0,29.0,3.6,4.3,83.8,6.2,2.1,1.6,0.3,2.2,9,0
201,small-forward,81,34.9,15.4,5.4,12.2,44.1,1.5,3.8,38.2,3.1,3.8,83.0,3.3,2.8,1.2,0.3,1.5,0,0
201,small-forward,24,32.6,15.2,5.8,11.8,49.5,1.4,3.8,35.9,2.2,2.6,83.9,4.6,2.8,0.9,0.3,1.2,0,0
203,small-forward,72,36.5,14.9,5.5,13.9,39.4,1.9,5.7,33.4,2.1,3.2,64.9,5.6,3.8,1.8,0.6,2.2,6,1
196,small-forward,9,25.7,13.9,5.3,9.8,54.5,1.1,3.0,37.0,2.1,3.1,67.9,4.6,1.1,0.6,1.0,0.8,0,0
206,small-forward,49,34.0,13.5,5.8,11.8,48.6,0.6,1.5,37.0,1.4,2.0,71.4,5.1,3.3,0.7,0.4,1.2,2,0
201,small-forward,35,26.2,12.7,4.5,11.1,40.5,0.7,2.5,26.7,3.1,4.0,78.4,3.6,1.4,0.7,0.3,1.3,0,0
,small-forward,62,31.4,12.6,4.5,11.1,40.4,2.1,5.7,37.5,1.5,1.7,89.7,3.7,1.5,0.8,0.1,0.9,1,0
,small-forward,52,31.8,12.0,4.4,10.8,40.3,0.3,0.8,36.6,3.0,3.7,79.8,7.2,0.9,0.7,1.0,1.5,9,0
201,small-forward,82,33.0,11.9,4.3,10.6,40.9,1.8,5.3,33.6,1.5,1.8,84.1,2.9,1.4,0.4,0.8,1.0,0,0
206,small-forward,58,29.0,11.9,4.2,8.3,50.6,0.4,1.5,29.2,3.0,4.0,74.4,4.6,2.7,1.4,1.2,1.4,1,0
208,small-forward,33,22.7,11.6,4.2,9.4,44.3,0.0,0.2,20.0,3.3,4.1,80.1,6.5,1.3,0.8,1.5,1.5,5,0
,small-forward,74,30.7,11.3,3.7,9.1,41.0,1.5,3.9,37.4,2.4,3.1,77.4,4.6,4.1,0.7,0.4,1.7,2,0
203,small-forward,81,30.0,11.3,4.1,8.7,47.8,0.4,1.0,43.8,2.5,3.1,81.7,5.5,2.4,0.7,0.4,1.3,6,0
,small-forward,77,33.8,11.0,4.0,9.6,41.4,1.4,3.8,35.5,1.7,2.4,68.8,4.3,3.0,1.4,0.3,1.6,1,0
201,small-forward,76,29.1,10.9,4.3,9.6,44.7,1.0,2.6,37.2,1.4,1.7,82.5,4.6,1.6,0.8,0.2,1.3,1,0
203,small-forward,75,27.7,10.7,4.3,9.0,47.3,0.1,0.4,35.5,2.0,2.8,72.5,3.9,1.2,0.6,0.5,1.4,3,0
198,small-forward,35,21.9,9.4,3.4,6.6,51.7,1.4,3.3,43.1,1.1,1.4,79.6,2.5,1.1,0.7,0.1,0.8,0,0
201,small-forward,82,24.5,9.4,3.2,7.8,40.5,1.5,4.0,37.3,1.5,1.9,81.3,3.3,0.8,0.5,0.5,0.7,2,0
206,small-forward,34,21.5,9.1,3.2,8.3,39.1,1.2,3.1,38.1,1.4,1.7,83.1,3.6,1.0,0.5,0.5,0.9,1,0
198,small-forward,76,27.4,8.9,3.2,7.4,43.1,1.9,4.7,39.7,0.7,0.9,73.2,4.9,1.2,0.9,0.2,0.8,5,0
201,small-forward,74,20.1,8.9,3.4,7.6,44.1,1.2,3.4,36.9,0.9,1.2,77.0,3.0,1.2,0.5,0.1,0.6,2,0
201,small-forward,81,25.9,8.8,3.3,6.9,48.7,0.8,2.6,31.9,1.3,1.8,74.0,5.5,1.7,0.7,0.4,1.4,5,0
201,small-forward,58,30.0,8.8,3.6,7.4,48.7,0.1,0.5,25.8,1.5,2.3,63.9,3.2,2.7,1.6,0.3,0.9,1,0
,small-forward,75,22.5,8.7,3.1,7.2,43.2,1.5,4.1,37.9,0.9,1.5,63.3,2.9,0.7,0.7,0.4,0.9,1,0
